?pdgmlabel	?prop1	?val1
"sidaama-VSimplePerfSuffStructure-wi'l"	"ns#type"	"Term"
"sidaama-VSimplePerfSuffStructure-wi'l"	"number"	"pl"
"sidaama-VSimplePerfSuffStructure-wi'l"	"number"	"sg"
"sidaama-VSimplePerfSuffStructure-wi'l"	"pdgmType"	"structure"
"sidaama-VSimplePerfSuffStructure-wi'l"	"person"	"p1"
"sidaama-VSimplePerfSuffStructure-wi'l"	"person"	"p2"
"sidaama-VSimplePerfSuffStructure-wi'l"	"person"	"p3"
"sidaama-VSimplePerfSuffStructure-wi'l"	"pos"	"verb"
"sidaama-VSimplePerfSuffStructure-wi'l"	"tam"	"simplePerfect"
"sidaama-VSimplePerfSuffStructure-wi'l"	"verbMorphClass"	"suffStructure"
"sidaama-PObjSuff"	"gender"	"f"
"sidaama-PObjSuff"	"gender"	"m"
"sidaama-PObjSuff"	"gender"	"⊤"
"sidaama-PObjSuff"	"ns#type"	"Term"
"sidaama-PObjSuff"	"number"	"pl"
"sidaama-PObjSuff"	"number"	"sg"
"sidaama-PObjSuff"	"person"	"p1"
"sidaama-PObjSuff"	"person"	"p2"
"sidaama-PObjSuff"	"person"	"p3"
"sidaama-PObjSuff"	"pos"	"pronoun"
"sidaama-PObjSuff"	"proClass"	"objSuff"
"sidaama-VContinuous-hank'"	"gender"	"f"
"sidaama-VContinuous-hank'"	"gender"	"m"
"sidaama-VContinuous-hank'"	"gender"	"⊤"
"sidaama-VContinuous-hank'"	"ns#type"	"Term"
"sidaama-VContinuous-hank'"	"number"	"pl"
"sidaama-VContinuous-hank'"	"number"	"sg"
"sidaama-VContinuous-hank'"	"pdgmType"	"compound"
"sidaama-VContinuous-hank'"	"person"	"p1"
"sidaama-VContinuous-hank'"	"person"	"p2"
"sidaama-VContinuous-hank'"	"person"	"p3"
"sidaama-VContinuous-hank'"	"pos"	"verb"
"sidaama-VContinuous-hank'"	"tam"	"continuous"
"sidaama-VVerbNegation"	"clauseType"	"imperativeNegative"
"sidaama-VVerbNegation"	"clauseType"	"mainGeneral"
"sidaama-VVerbNegation"	"clauseType"	"optative"
"sidaama-VVerbNegation"	"clauseType"	"subordinate"
"sidaama-VVerbNegation"	"ns#type"	"Term"
"sidaama-VVerbNegation"	"number"	"pl"
"sidaama-VVerbNegation"	"number"	"sg"
"sidaama-VVerbNegation"	"number"	"⊤"
"sidaama-VVerbNegation"	"person"	"p2"
"sidaama-VVerbNegation"	"person"	"⊤"
"sidaama-VVerbNegation"	"pos"	"verb"
"sidaama-VVerbNegation"	"verbMorphClass"	"verbNegation"
"sidaama-VNegImprtv-it"	"ns#type"	"Term"
"sidaama-VNegImprtv-it"	"number"	"pl"
"sidaama-VNegImprtv-it"	"number"	"sg"
"sidaama-VNegImprtv-it"	"person"	"p2"
"sidaama-VNegImprtv-it"	"polarity"	"negative"
"sidaama-VNegImprtv-it"	"pos"	"verb"
"sidaama-VNegImprtv-it"	"tam"	"imperative"
"sidaama-VDervStem"	"dervStem"	"causative1"
"sidaama-VDervStem"	"dervStem"	"causative2"
"sidaama-VDervStem"	"dervStem"	"denominalDeadjectival"
"sidaama-VDervStem"	"dervStem"	"middleClass"
"sidaama-VDervStem"	"dervStem"	"passive"
"sidaama-VDervStem"	"dervStem"	"reciprocal"
"sidaama-VDervStem"	"ns#type"	"Term"
"sidaama-VDervStem"	"pos"	"verb"
"sidaama-VDervStem"	"verbMorphClass"	"dervStem"
"sidaama-VSimplePerf-haishsh"	"gender"	"f"
"sidaama-VSimplePerf-haishsh"	"gender"	"m"
"sidaama-VSimplePerf-haishsh"	"gender"	"⊤"
"sidaama-VSimplePerf-haishsh"	"ns#type"	"Term"
"sidaama-VSimplePerf-haishsh"	"number"	"pl"
"sidaama-VSimplePerf-haishsh"	"number"	"sg"
"sidaama-VSimplePerf-haishsh"	"person"	"p1"
"sidaama-VSimplePerf-haishsh"	"person"	"p2"
"sidaama-VSimplePerf-haishsh"	"person"	"p3"
"sidaama-VSimplePerf-haishsh"	"pos"	"verb"
"sidaama-VSimplePerf-haishsh"	"tam"	"simplePerfect"
"sidaama-PDemAdnom"	"case"	"accusative"
"sidaama-PDemAdnom"	"case"	"genitive"
"sidaama-PDemAdnom"	"case"	"nominative"
"sidaama-PDemAdnom"	"deixis"	"here"
"sidaama-PDemAdnom"	"deixis"	"overThere"
"sidaama-PDemAdnom"	"deixis"	"there"
"sidaama-PDemAdnom"	"gender"	"f"
"sidaama-PDemAdnom"	"gender"	"m"
"sidaama-PDemAdnom"	"gender"	"⊤"
"sidaama-PDemAdnom"	"ns#type"	"Term"
"sidaama-PDemAdnom"	"number"	"pl"
"sidaama-PDemAdnom"	"number"	"sg"
"sidaama-PDemAdnom"	"number"	"⊤"
"sidaama-PDemAdnom"	"pos"	"pronoun"
"sidaama-PDemAdnom"	"proClass"	"demAdnom"
"sidaama-VPresPerf-it"	"gender"	"f"
"sidaama-VPresPerf-it"	"gender"	"m"
"sidaama-VPresPerf-it"	"gender"	"⊤"
"sidaama-VPresPerf-it"	"ns#type"	"Term"
"sidaama-VPresPerf-it"	"number"	"pl"
"sidaama-VPresPerf-it"	"number"	"sg"
"sidaama-VPresPerf-it"	"person"	"p1"
"sidaama-VPresPerf-it"	"person"	"p2"
"sidaama-VPresPerf-it"	"person"	"p3"
"sidaama-VPresPerf-it"	"pos"	"verb"
"sidaama-VPresPerf-it"	"tam"	"presentPerfect"
"sidaama-VSubjMarkerMain"	"gender"	"f"
"sidaama-VSubjMarkerMain"	"gender"	"m"
"sidaama-VSubjMarkerMain"	"gender"	"⊤"
"sidaama-VSubjMarkerMain"	"ns#type"	"Term"
"sidaama-VSubjMarkerMain"	"number"	"pl"
"sidaama-VSubjMarkerMain"	"number"	"sg"
"sidaama-VSubjMarkerMain"	"person"	"p1"
"sidaama-VSubjMarkerMain"	"person"	"p2"
"sidaama-VSubjMarkerMain"	"person"	"p3"
"sidaama-VSubjMarkerMain"	"polarity"	"affirmative"
"sidaama-VSubjMarkerMain"	"polarity"	"negative"
"sidaama-VSubjMarkerMain"	"pos"	"verb"
"sidaama-VSubjMarkerMain"	"tam"	"imperative"
"sidaama-VSubjMarkerMain"	"tam"	"imperfect"
"sidaama-VSubjMarkerMain"	"tam"	"optative"
"sidaama-VSubjMarkerMain"	"tam"	"presentPerfect"
"sidaama-VSubjMarkerMain"	"tam"	"simplePerfect"
"sidaama-VSubjMarkerMain"	"verbMorphClass"	"subjMarkerMain"
"sidaama-PDem"	"case"	"accusative"
"sidaama-PDem"	"case"	"nom-gen"
"sidaama-PDem"	"deixis"	"here"
"sidaama-PDem"	"deixis"	"overThere"
"sidaama-PDem"	"deixis"	"there"
"sidaama-PDem"	"ns#type"	"Term"
"sidaama-PDem"	"pos"	"pronoun"
"sidaama-PDem"	"proClass"	"demonstrative"
"sidaama-PInterrog"	"case"	"accusative"
"sidaama-PInterrog"	"case"	"genitive"
"sidaama-PInterrog"	"case"	"nominative"
"sidaama-PInterrog"	"case"	"⊤"
"sidaama-PInterrog"	"gender"	"f"
"sidaama-PInterrog"	"gender"	"m"
"sidaama-PInterrog"	"gender"	"⊤"
"sidaama-PInterrog"	"interrClass"	"what"
"sidaama-PInterrog"	"interrClass"	"when"
"sidaama-PInterrog"	"interrClass"	"where"
"sidaama-PInterrog"	"interrClass"	"which"
"sidaama-PInterrog"	"interrClass"	"who"
"sidaama-PInterrog"	"ns#type"	"Term"
"sidaama-PInterrog"	"number"	"pl"
"sidaama-PInterrog"	"number"	"sg"
"sidaama-PInterrog"	"number"	"⊤"
"sidaama-PInterrog"	"pos"	"pronoun"
"sidaama-PInterrog"	"posClass"	"adnominal"
"sidaama-PInterrog"	"posClass"	"adverb"
"sidaama-PInterrog"	"posClass"	"proInd"
"sidaama-PInterrog"	"proClass"	"interrogative"
"sidaama-VPersNumTenseSuffCorrelation"	"aspect"	"imperfective"
"sidaama-VPersNumTenseSuffCorrelation"	"aspect"	"presentPerfect"
"sidaama-VPersNumTenseSuffCorrelation"	"aspect"	"simplePerfect"
"sidaama-VPersNumTenseSuffCorrelation"	"gender"	"f"
"sidaama-VPersNumTenseSuffCorrelation"	"gender"	"m"
"sidaama-VPersNumTenseSuffCorrelation"	"gender"	"⊤"
"sidaama-VPersNumTenseSuffCorrelation"	"ns#type"	"Term"
"sidaama-VPersNumTenseSuffCorrelation"	"number"	"pl"
"sidaama-VPersNumTenseSuffCorrelation"	"number"	"sg"
"sidaama-VPersNumTenseSuffCorrelation"	"number"	"⊤"
"sidaama-VPersNumTenseSuffCorrelation"	"person"	"p1"
"sidaama-VPersNumTenseSuffCorrelation"	"person"	"p2"
"sidaama-VPersNumTenseSuffCorrelation"	"person"	"p3"
"sidaama-VPersNumTenseSuffCorrelation"	"pos"	"verb"
"sidaama-VPersNumTenseSuffCorrelation"	"verbMorphClass"	"persNumTenseSuff"
"sidaama-VSubjMarkerConnConj"	"configuration"	"connective"
"sidaama-VSubjMarkerConnConj"	"configuration"	"infinitiveConj"
"sidaama-VSubjMarkerConnConj"	"configuration"	"infinitiveConn"
"sidaama-VSubjMarkerConnConj"	"configuration"	"subjMarkerRed"
"sidaama-VSubjMarkerConnConj"	"gender"	"f"
"sidaama-VSubjMarkerConnConj"	"gender"	"m"
"sidaama-VSubjMarkerConnConj"	"gender"	"⊤"
"sidaama-VSubjMarkerConnConj"	"ns#type"	"Term"
"sidaama-VSubjMarkerConnConj"	"number"	"pl"
"sidaama-VSubjMarkerConnConj"	"number"	"sg"
"sidaama-VSubjMarkerConnConj"	"person"	"p1"
"sidaama-VSubjMarkerConnConj"	"person"	"p2"
"sidaama-VSubjMarkerConnConj"	"person"	"p3"
"sidaama-VSubjMarkerConnConj"	"pos"	"verb"
"sidaama-VSubjMarkerConnConj"	"verbMorphClass"	"subjMarkerConnConj"
"sidaama-PReflPoss"	"case"	"accusative"
"sidaama-PReflPoss"	"case"	"nom-gen"
"sidaama-PReflPoss"	"gender"	"f"
"sidaama-PReflPoss"	"gender"	"m"
"sidaama-PReflPoss"	"gender"	"⊤"
"sidaama-PReflPoss"	"ns#type"	"Term"
"sidaama-PReflPoss"	"number"	"pl"
"sidaama-PReflPoss"	"number"	"sg"
"sidaama-PReflPoss"	"person"	"p1"
"sidaama-PReflPoss"	"person"	"p2"
"sidaama-PReflPoss"	"person"	"p3"
"sidaama-PReflPoss"	"pos"	"pronoun"
"sidaama-PReflPoss"	"proClass"	"reflPoss"
"sidaama-VInfinitiveSub-it"	"gender"	"f"
"sidaama-VInfinitiveSub-it"	"gender"	"m"
"sidaama-VInfinitiveSub-it"	"gender"	"⊤"
"sidaama-VInfinitiveSub-it"	"ns#type"	"Term"
"sidaama-VInfinitiveSub-it"	"number"	"pl"
"sidaama-VInfinitiveSub-it"	"number"	"sg"
"sidaama-VInfinitiveSub-it"	"person"	"p1"
"sidaama-VInfinitiveSub-it"	"person"	"p2"
"sidaama-VInfinitiveSub-it"	"person"	"p3"
"sidaama-VInfinitiveSub-it"	"pos"	"verb"
"sidaama-VInfinitiveSub-it"	"tam"	"infinitiveSub"
"sidaama-VTensePersNumGenTemplate"	"gender"	"f"
"sidaama-VTensePersNumGenTemplate"	"gender"	"m"
"sidaama-VTensePersNumGenTemplate"	"gender"	"⊤"
"sidaama-VTensePersNumGenTemplate"	"ns#type"	"Term"
"sidaama-VTensePersNumGenTemplate"	"number"	"pl"
"sidaama-VTensePersNumGenTemplate"	"number"	"sg"
"sidaama-VTensePersNumGenTemplate"	"person"	"p1"
"sidaama-VTensePersNumGenTemplate"	"person"	"p2"
"sidaama-VTensePersNumGenTemplate"	"person"	"p3"
"sidaama-VTensePersNumGenTemplate"	"pos"	"verb"
"sidaama-VTensePersNumGenTemplate"	"tam"	"imperfect"
"sidaama-VTensePersNumGenTemplate"	"tam"	"presentPerfect"
"sidaama-VTensePersNumGenTemplate"	"tam"	"simplePerfect"
"sidaama-VTensePersNumGenTemplate"	"verbMorphClass"	"tensePersNumGenTemplate"
"sidaama-VImperfect-haishsh"	"gender"	"f"
"sidaama-VImperfect-haishsh"	"gender"	"m"
"sidaama-VImperfect-haishsh"	"gender"	"⊤"
"sidaama-VImperfect-haishsh"	"ns#type"	"Term"
"sidaama-VImperfect-haishsh"	"number"	"pl"
"sidaama-VImperfect-haishsh"	"number"	"sg"
"sidaama-VImperfect-haishsh"	"person"	"p1"
"sidaama-VImperfect-haishsh"	"person"	"p2"
"sidaama-VImperfect-haishsh"	"person"	"p3"
"sidaama-VImperfect-haishsh"	"pos"	"verb"
"sidaama-VImperfect-haishsh"	"tam"	"imperfect"
"sidaama-VInfinitiveConn-it"	"gender"	"f"
"sidaama-VInfinitiveConn-it"	"gender"	"m"
"sidaama-VInfinitiveConn-it"	"gender"	"⊤"
"sidaama-VInfinitiveConn-it"	"ns#type"	"Term"
"sidaama-VInfinitiveConn-it"	"number"	"pl"
"sidaama-VInfinitiveConn-it"	"number"	"sg"
"sidaama-VInfinitiveConn-it"	"person"	"p1"
"sidaama-VInfinitiveConn-it"	"person"	"p2"
"sidaama-VInfinitiveConn-it"	"person"	"p3"
"sidaama-VInfinitiveConn-it"	"pos"	"verb"
"sidaama-VInfinitiveConn-it"	"tam"	"infinitiveConn"
"sidaama-VImperfect-it"	"gender"	"f"
"sidaama-VImperfect-it"	"gender"	"m"
"sidaama-VImperfect-it"	"gender"	"⊤"
"sidaama-VImperfect-it"	"ns#type"	"Term"
"sidaama-VImperfect-it"	"number"	"pl"
"sidaama-VImperfect-it"	"number"	"sg"
"sidaama-VImperfect-it"	"person"	"p1"
"sidaama-VImperfect-it"	"person"	"p2"
"sidaama-VImperfect-it"	"person"	"p3"
"sidaama-VImperfect-it"	"pos"	"verb"
"sidaama-VImperfect-it"	"tam"	"imperfect"
"sidaama-VSubjMarkerInfinSub"	"gender"	"f"
"sidaama-VSubjMarkerInfinSub"	"gender"	"m"
"sidaama-VSubjMarkerInfinSub"	"gender"	"⊤"
"sidaama-VSubjMarkerInfinSub"	"ns#type"	"Term"
"sidaama-VSubjMarkerInfinSub"	"number"	"pl"
"sidaama-VSubjMarkerInfinSub"	"number"	"sg"
"sidaama-VSubjMarkerInfinSub"	"person"	"p1"
"sidaama-VSubjMarkerInfinSub"	"person"	"p2"
"sidaama-VSubjMarkerInfinSub"	"person"	"p3"
"sidaama-VSubjMarkerInfinSub"	"pos"	"verb"
"sidaama-VSubjMarkerInfinSub"	"verbMorphClass"	"subjMarkerInfinSub"
"sidaama-VAffImprtv-it"	"ns#type"	"Term"
"sidaama-VAffImprtv-it"	"number"	"pl"
"sidaama-VAffImprtv-it"	"number"	"sg"
"sidaama-VAffImprtv-it"	"person"	"p2"
"sidaama-VAffImprtv-it"	"polarity"	"affirmative"
"sidaama-VAffImprtv-it"	"pos"	"verb"
"sidaama-VAffImprtv-it"	"tam"	"imperative"
"sidaama-PDemSpec"	"case"	"accusative"
"sidaama-PDemSpec"	"case"	"nom-gen"
"sidaama-PDemSpec"	"deixis"	"here"
"sidaama-PDemSpec"	"deixis"	"overThere"
"sidaama-PDemSpec"	"deixis"	"there"
"sidaama-PDemSpec"	"ns#type"	"Term"
"sidaama-PDemSpec"	"pos"	"pronoun"
"sidaama-PDemSpec"	"proClass"	"demSpec"
"sidaama-VConnective-it"	"gender"	"f"
"sidaama-VConnective-it"	"gender"	"m"
"sidaama-VConnective-it"	"gender"	"⊤"
"sidaama-VConnective-it"	"ns#type"	"Term"
"sidaama-VConnective-it"	"number"	"pl"
"sidaama-VConnective-it"	"number"	"sg"
"sidaama-VConnective-it"	"person"	"p1"
"sidaama-VConnective-it"	"person"	"p2"
"sidaama-VConnective-it"	"person"	"p3"
"sidaama-VConnective-it"	"pos"	"verb"
"sidaama-VConnective-it"	"tam"	"connective"
"sidaama-VSimplePerf-it"	"gender"	"f"
"sidaama-VSimplePerf-it"	"gender"	"m"
"sidaama-VSimplePerf-it"	"gender"	"⊤"
"sidaama-VSimplePerf-it"	"ns#type"	"Term"
"sidaama-VSimplePerf-it"	"number"	"pl"
"sidaama-VSimplePerf-it"	"number"	"sg"
"sidaama-VSimplePerf-it"	"person"	"p1"
"sidaama-VSimplePerf-it"	"person"	"p2"
"sidaama-VSimplePerf-it"	"person"	"p3"
"sidaama-VSimplePerf-it"	"pos"	"verb"
"sidaama-VSimplePerf-it"	"tam"	"simplePerfect"
"sidaama-VExistence-no"	"gender"	"f"
"sidaama-VExistence-no"	"gender"	"m"
"sidaama-VExistence-no"	"gender"	"⊤"
"sidaama-VExistence-no"	"ns#type"	"Term"
"sidaama-VExistence-no"	"number"	"pl"
"sidaama-VExistence-no"	"number"	"sg"
"sidaama-VExistence-no"	"person"	"p1"
"sidaama-VExistence-no"	"person"	"p2"
"sidaama-VExistence-no"	"person"	"p3"
"sidaama-VExistence-no"	"pos"	"verb"
"sidaama-VExistence-no"	"verbMorphClass"	"existence"
"sidaama-PDemAreaAdnom"	"deixis"	"thatArea"
"sidaama-PDemAreaAdnom"	"deixis"	"thisArea"
"sidaama-PDemAreaAdnom"	"gender"	"f"
"sidaama-PDemAreaAdnom"	"gender"	"m"
"sidaama-PDemAreaAdnom"	"gender"	"⊤"
"sidaama-PDemAreaAdnom"	"ns#type"	"Term"
"sidaama-PDemAreaAdnom"	"pos"	"pronoun"
"sidaama-PDemAreaAdnom"	"proClass"	"demAreaAdnom"
"sidaama-PDemSpecAdv"	"deixis"	"here"
"sidaama-PDemSpecAdv"	"deixis"	"overThere"
"sidaama-PDemSpecAdv"	"deixis"	"there"
"sidaama-PDemSpecAdv"	"direction"	"dirAT"
"sidaama-PDemSpecAdv"	"direction"	"dirFROM"
"sidaama-PDemSpecAdv"	"direction"	"dirTO"
"sidaama-PDemSpecAdv"	"ns#type"	"Term"
"sidaama-PDemSpecAdv"	"pos"	"pronoun"
"sidaama-PDemSpecAdv"	"proClass"	"demSpecAdv"
"sidaama-VDervStemCooccur"	"caus1_2"	"case-ii"
"sidaama-VDervStemCooccur"	"caus1_2"	"case-iv"
"sidaama-VDervStemCooccur"	"caus1_2"	"case-vii"
"sidaama-VDervStemCooccur"	"caus1_2"	"⊤"
"sidaama-VDervStemCooccur"	"dervStem"	"causative1Causative2"
"sidaama-VDervStemCooccur"	"dervStem"	"denominalDeadjectival"
"sidaama-VDervStemCooccur"	"dervStem"	"middleClass"
"sidaama-VDervStemCooccur"	"dervStem"	"passiveReciprocalClass"
"sidaama-VDervStemCooccur"	"middleClass"	"case-iii"
"sidaama-VDervStemCooccur"	"middleClass"	"case-v"
"sidaama-VDervStemCooccur"	"middleClass"	"case-vi"
"sidaama-VDervStemCooccur"	"middleClass"	"⊤"
"sidaama-VDervStemCooccur"	"ns#type"	"Term"
"sidaama-VDervStemCooccur"	"passiveReciprocalClass"	"A"
"sidaama-VDervStemCooccur"	"passiveReciprocalClass"	"B"
"sidaama-VDervStemCooccur"	"passiveReciprocalClass"	"case-FN40"
"sidaama-VDervStemCooccur"	"passiveReciprocalClass"	"case-i"
"sidaama-VDervStemCooccur"	"pdgmType"	"structure"
"sidaama-VDervStemCooccur"	"pos"	"verb"
"sidaama-VDervStemCooccur"	"verbMorphClass"	"dervStem"
"sidaama-PDemAdv"	"deixis"	"here"
"sidaama-PDemAdv"	"deixis"	"overThere"
"sidaama-PDemAdv"	"deixis"	"there"
"sidaama-PDemAdv"	"direction"	"dirAT"
"sidaama-PDemAdv"	"direction"	"dirFROM"
"sidaama-PDemAdv"	"direction"	"dirTO"
"sidaama-PDemAdv"	"ns#type"	"Term"
"sidaama-PDemAdv"	"pos"	"pronoun"
"sidaama-PDemAdv"	"proClass"	"demAdv"
