?pdgmlabel	?prop1	?val1
"kambaata-VAffPresPerfMar-"	"ns#type"	"Term"
"kambaata-VAffPresPerfMar-"	"number"	"pl"
"kambaata-VAffPresPerfMar-"	"number"	"sg"
"kambaata-VAffPresPerfMar-"	"person"	"p1"
"kambaata-VAffPresPerfMar-"	"person"	"p2"
"kambaata-VAffPresPerfMar-"	"person"	"p3"
"kambaata-VAffPresPerfMar-"	"polarity"	"affirmative"
"kambaata-VAffPresPerfMar-"	"pos"	"verb"
"kambaata-VAffPresPerfMar-"	"tam"	"presentPerfect"
"kambaata-VAffImprtvMar-"	"gender"	"⊤"
"kambaata-VAffImprtvMar-"	"ns#type"	"Term"
"kambaata-VAffImprtvMar-"	"number"	"pl"
"kambaata-VAffImprtvMar-"	"number"	"sg"
"kambaata-VAffImprtvMar-"	"person"	"p2"
"kambaata-VAffImprtvMar-"	"polarity"	"affirmative"
"kambaata-VAffImprtvMar-"	"pos"	"verb"
"kambaata-VAffImprtvMar-"	"tam"	"imperative"
"kambaata-PDemonstrative"	"case"	"accusative"
"kambaata-PDemonstrative"	"case"	"nominative"
"kambaata-PDemonstrative"	"deixis"	"far"
"kambaata-PDemonstrative"	"deixis"	"near"
"kambaata-PDemonstrative"	"gender"	"f"
"kambaata-PDemonstrative"	"gender"	"m"
"kambaata-PDemonstrative"	"gender"	"⊤"
"kambaata-PDemonstrative"	"ns#type"	"Term"
"kambaata-PDemonstrative"	"number"	"pl"
"kambaata-PDemonstrative"	"number"	"sg"
"kambaata-PDemonstrative"	"pos"	"pronoun"
"kambaata-PDemonstrative"	"proClass"	"demonstrative"
"kambaata-VSubjMarkerTemplates"	"gender"	"f"
"kambaata-VSubjMarkerTemplates"	"gender"	"m"
"kambaata-VSubjMarkerTemplates"	"gender"	"⊤"
"kambaata-VSubjMarkerTemplates"	"ns#type"	"Term"
"kambaata-VSubjMarkerTemplates"	"number"	"pl"
"kambaata-VSubjMarkerTemplates"	"number"	"sg"
"kambaata-VSubjMarkerTemplates"	"person"	"p1"
"kambaata-VSubjMarkerTemplates"	"person"	"p2"
"kambaata-VSubjMarkerTemplates"	"person"	"p3"
"kambaata-VSubjMarkerTemplates"	"pos"	"verb"
"kambaata-VSubjMarkerTemplates"	"verbMorphClass"	"subjMarkerTemplates"
"kambaata-VAffJussiveMar-"	"gender"	"f"
"kambaata-VAffJussiveMar-"	"gender"	"m"
"kambaata-VAffJussiveMar-"	"gender"	"⊤"
"kambaata-VAffJussiveMar-"	"ns#type"	"Term"
"kambaata-VAffJussiveMar-"	"number"	"pl"
"kambaata-VAffJussiveMar-"	"number"	"sg"
"kambaata-VAffJussiveMar-"	"person"	"p1"
"kambaata-VAffJussiveMar-"	"person"	"p3"
"kambaata-VAffJussiveMar-"	"polarity"	"affirmative"
"kambaata-VAffJussiveMar-"	"pos"	"verb"
"kambaata-VAffJussiveMar-"	"tam"	"jussive"
"kambaata-VAffPresProgMar-"	"gender"	"f"
"kambaata-VAffPresProgMar-"	"gender"	"m"
"kambaata-VAffPresProgMar-"	"gender"	"p"
"kambaata-VAffPresProgMar-"	"gender"	"⊤"
"kambaata-VAffPresProgMar-"	"ns#type"	"Term"
"kambaata-VAffPresProgMar-"	"number"	"pl"
"kambaata-VAffPresProgMar-"	"number"	"sg"
"kambaata-VAffPresProgMar-"	"person"	"p1"
"kambaata-VAffPresProgMar-"	"person"	"p2"
"kambaata-VAffPresProgMar-"	"person"	"p3"
"kambaata-VAffPresProgMar-"	"polarity"	"affirmative"
"kambaata-VAffPresProgMar-"	"pos"	"verb"
"kambaata-VAffPresProgMar-"	"tam"	"presentProgressive"
"kambaata-VDervStem"	"dervStem"	"benefactive"
"kambaata-VDervStem"	"dervStem"	"causative2"
"kambaata-VDervStem"	"dervStem"	"combination"
"kambaata-VDervStem"	"dervStem"	"passive"
"kambaata-VDervStem"	"dervStem"	"reduplicated"
"kambaata-VDervStem"	"ns#type"	"Term"
"kambaata-VDervStem"	"pos"	"verb"
"kambaata-VDervStem"	"verbMorphClass"	"dervStem"
"kambaata-PInterr"	"interrClass"	"how"
"kambaata-PInterr"	"interrClass"	"how_many"
"kambaata-PInterr"	"interrClass"	"what"
"kambaata-PInterr"	"interrClass"	"when"
"kambaata-PInterr"	"interrClass"	"where"
"kambaata-PInterr"	"interrClass"	"who"
"kambaata-PInterr"	"ns#type"	"Term"
"kambaata-PInterr"	"pos"	"pronoun"
"kambaata-PInterr"	"proClass"	"interrogative"
"kambaata-VAffSimplePerfMar-"	"gender"	"f"
"kambaata-VAffSimplePerfMar-"	"gender"	"m"
"kambaata-VAffSimplePerfMar-"	"gender"	"⊤"
"kambaata-VAffSimplePerfMar-"	"ns#type"	"Term"
"kambaata-VAffSimplePerfMar-"	"number"	"pl"
"kambaata-VAffSimplePerfMar-"	"number"	"sg"
"kambaata-VAffSimplePerfMar-"	"person"	"p1"
"kambaata-VAffSimplePerfMar-"	"person"	"p2"
"kambaata-VAffSimplePerfMar-"	"person"	"p3"
"kambaata-VAffSimplePerfMar-"	"polarity"	"affirmative"
"kambaata-VAffSimplePerfMar-"	"pos"	"verb"
"kambaata-VAffSimplePerfMar-"	"tam"	"simplePerf"
"kambaata-VAffImperfect-mar"	"gender"	"f"
"kambaata-VAffImperfect-mar"	"gender"	"m"
"kambaata-VAffImperfect-mar"	"gender"	"polite"
"kambaata-VAffImperfect-mar"	"gender"	"⊤"
"kambaata-VAffImperfect-mar"	"ns#type"	"Term"
"kambaata-VAffImperfect-mar"	"number"	"pl"
"kambaata-VAffImperfect-mar"	"number"	"sg"
"kambaata-VAffImperfect-mar"	"person"	"p1"
"kambaata-VAffImperfect-mar"	"person"	"p2"
"kambaata-VAffImperfect-mar"	"person"	"p3"
"kambaata-VAffImperfect-mar"	"polarity"	"affirmative"
"kambaata-VAffImperfect-mar"	"pos"	"verb"
"kambaata-VAffSimplePerf-mar"	"gender"	"f"
"kambaata-VAffSimplePerf-mar"	"gender"	"m"
"kambaata-VAffSimplePerf-mar"	"gender"	"⊤"
"kambaata-VAffSimplePerf-mar"	"ns#type"	"Term"
"kambaata-VAffSimplePerf-mar"	"number"	"pl"
"kambaata-VAffSimplePerf-mar"	"number"	"sg"
"kambaata-VAffSimplePerf-mar"	"person"	"p1"
"kambaata-VAffSimplePerf-mar"	"person"	"p2"
"kambaata-VAffSimplePerf-mar"	"person"	"p3"
"kambaata-VAffSimplePerf-mar"	"polarity"	"affirmative"
"kambaata-VAffSimplePerf-mar"	"pos"	"verb"
"kambaata-VAffSimplePerf-mar"	"tam"	"simplePerfect"
"kambaata-VAffPastProgMar-"	"gender"	"f"
"kambaata-VAffPastProgMar-"	"gender"	"m"
"kambaata-VAffPastProgMar-"	"gender"	"⊤"
"kambaata-VAffPastProgMar-"	"ns#type"	"Term"
"kambaata-VAffPastProgMar-"	"number"	"pl"
"kambaata-VAffPastProgMar-"	"number"	"sg"
"kambaata-VAffPastProgMar-"	"person"	"p1"
"kambaata-VAffPastProgMar-"	"person"	"p2"
"kambaata-VAffPastProgMar-"	"person"	"p3"
"kambaata-VAffPastProgMar-"	"polarity"	"affirmative"
"kambaata-VAffPastProgMar-"	"pos"	"verb"
"kambaata-VAffPastProgMar-"	"tam"	"pastProgressive"
