?pos	?property	?value	?pdgmlabel
"verb"	"complement"	"compound"	"shinassha-VConj1CompAffIndicPresProgr-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompAffIndicPretDubit-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompAffIndicPretEgr-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompAffIndicPretIngr-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompAffPotentialAorHab-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompAffPotentialFutPunct-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompAffPotentialFutPunct-tam"
"verb"	"complement"	"compound"	"shinassha-VConj1CompAffPotentialPretPerf-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompAffSubjFut-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompAffSubjProg-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegDesidAorHab-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegDesidPretPerf-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegIndicAorHab-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegIndicAorIngr-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegIndicAorProgr-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegIndicFutPerf-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegIndicFutProgr-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegIndicPlusPerf-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegIndicPresIngrA-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegIndicPresIngrB-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegIndicPresProgr-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegIndicPretDubit-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegPotentialAorHab-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegPotentialPretPerf-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegSubjFut-am"
"verb"	"complement"	"compound"	"shinassha-VConj1CompNegSubjProg-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffCommandImprtv-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffCommandImprtv-biits"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffCommandImprtv-dek"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffCommandImprtv-mash"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffCommandImprtv-stem"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffCommandImprtv-wots"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffCommandJuss-et"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffCondPres-im"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffCondPret-im"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffConjConj-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffGerundPerfFut-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffGerundPerfPres-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffGerundPerfPret-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffIndicAorHab-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffIndicAorPunct-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffIndicFutPunct-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffIndicPretPerf-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffIndicPretPerfB-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffInfinitive-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffInfinitive-woott"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffIrrealPret-gargaar"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffRelFut-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffRelPres-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffRelPret-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffSubjHabit-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplAffSubjPret-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegCommandImprtv-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegCommandImprtv-stem"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegCommandJuss-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegCondPres-im"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegConjAor-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegConjCond-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegConjPret-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegGerund-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegIndicAorPunct-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegIndicPretPerf-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegInfinitive-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegIrrealPret-gargaar"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegRelPres-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegRelPret-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegSubjHabit-am"
"verb"	"complement"	"simple"	"shinassha-VConj1SmplNegSubjPret-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffDesidAorHab-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffDesidFutPunct-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffDesidPretPerf-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffGerundImperfFut-et"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffGerundImperfPres-miits"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffGerundImperfPret-miits"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffIndicAorIngr-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffIndicAorProgr-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffIndicFutPerf-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffIndicFutProgr-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffIndicPlusPerf-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffIndicPresIngrA-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffIndicPresIngrB-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffIndicPresProgr-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffIndicPretDubit-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffIndicPretEgr-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffIndicPretIngr-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffPotentialAorHab-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffPotentialFutPunct-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffPotentialFutPunct-tam"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffPotentialPretPerf-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffSubjFut-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompAffSubjProg-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegDesidAorHab-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegDesidPretPerf-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegIndicAorHab-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegIndicAorIngr-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegIndicAorProgr-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegIndicFutPerf-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegIndicFutProgr-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegIndicPlusPerf-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegIndicPresIngrA-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegIndicPresIngrB-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegIndicPresProgr-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegIndicPretDubit-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegPotentialAorHab-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegPotentialPretPerf-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegSubjFut-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1CompNegSubjProg-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffCommandImprtv-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffCommandImprtv-biits"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffCommandImprtv-dek"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffCommandImprtv-mash"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffCommandImprtv-stem"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffCommandImprtv-wots"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffCommandJuss-et"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffCondPres-im"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffCondPret-im"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffConjConj-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffGerundPerfFut-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffGerundPerfPres-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffGerundPerfPret-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffIndicAorHab-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffIndicAorPunct-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffIndicFutPunct-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffIndicPretPerf-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffIndicPretPerfB-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffInfinitive-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffInfinitive-woott"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffIrrealPret-gargaar"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffRelFut-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffRelPres-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffRelPret-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffSubjHabit-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplAffSubjPret-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegCommandImprtv-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegCommandImprtv-stem"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegCommandJuss-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegCondPres-im"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegConjAor-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegConjCond-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegConjPret-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegGerund-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegIndicAorPunct-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegIndicPretPerf-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegInfinitive-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegIrrealPret-gargaar"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegRelPres-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegRelPret-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegSubjHabit-am"
"verb"	"conjClass"	"conj1"	"shinassha-VConj1SmplNegSubjPret-am"
"verb"	"conjClass"	"conj1"	"shinassha-VInflClass"
"verb"	"conjClass"	"conj2"	"shinassha-VConj2AffCommandImprtv-kar"
"verb"	"conjClass"	"conj2"	"shinassha-VConj2AffCommandImprtv-stem2"
"verb"	"conjClass"	"conj2"	"shinassha-VConj2AffCommandImprtv-taf"
"verb"	"conjClass"	"conj2"	"shinassha-VConj2AffConjConj-fall"
"verb"	"conjClass"	"conj2"	"shinassha-VConj2AffIndicAorPunct-taf"
"verb"	"conjClass"	"conj2"	"shinassha-VConj2AffIndicFutPunct-kutt"
"verb"	"conjClass"	"conj2"	"shinassha-VConj2AffInfinitive-kutt"
"verb"	"conjClass"	"conj2"	"shinassha-VConj2AffInfinitive-tuw"
"verb"	"conjClass"	"conj2"	"shinassha-VInflClass"
"verb"	"conjClass"	"conj3"	"shinassha-VConj3AffCommandImprtv-need"
"verb"	"conjClass"	"conj3"	"shinassha-VConj3AffCommandImprtv-sha"
"verb"	"conjClass"	"conj3"	"shinassha-VConj3AffCommandImprtv-stem3"
"verb"	"conjClass"	"conj3"	"shinassha-VConj3AffCommandJuss-tsaaf"
"verb"	"conjClass"	"conj3"	"shinassha-VConj3AffConjConj-ja"
"verb"	"conjClass"	"conj3"	"shinassha-VConj3AffIndicAorPunct-sha"
"verb"	"conjClass"	"conj3"	"shinassha-VConj3AffIndicFutPunct-meecc"
"verb"	"conjClass"	"conj3"	"shinassha-VConj3AffIndicPretPerf-sha"
"verb"	"conjClass"	"conj3"	"shinassha-VConj3AffInfinitive-massh"
"verb"	"conjClass"	"conj3"	"shinassha-VConj3AffInfinitive-tool"
"verb"	"conjClass"	"conj3"	"shinassha-VConj3NegIndicPretPerf-sha"
"verb"	"conjClass"	"conj3"	"shinassha-VInflClass"
"verb"	"conjClass"	"conj4"	"shinassha-VConj4AffCommandImprtv-baziy"
"verb"	"conjClass"	"conj4"	"shinassha-VConj4AffCommandImprtv-stem4"
"verb"	"conjClass"	"conj4"	"shinassha-VConj4AffCommandImprtv-tsiiliy"
"verb"	"conjClass"	"conj4"	"shinassha-VConj4AffCommandJuss-finiy"
"verb"	"conjClass"	"conj4"	"shinassha-VConj4AffIndicAorPunct-kasshiy"
"verb"	"conjClass"	"conj4"	"shinassha-VConj4AffIndicFutPunct-kasshiy"
"verb"	"conjClass"	"conj4"	"shinassha-VConj4AffIndicPretPerf-kasshiy"
"verb"	"conjClass"	"conj4"	"shinassha-VConj4AffInfinitive-aaniy"
"verb"	"conjClass"	"conj4"	"shinassha-VConj4AffInfinitive-baziy"
"verb"	"conjClass"	"conj4"	"shinassha-VConj4NegIndicPretPerf-kasshiy"
"verb"	"conjClass"	"conj4"	"shinassha-VInflClass"
"verb"	"conjClass"	"conj5"	"shinassha-VConj5AffCommandImprtv-meeccey"
"verb"	"conjClass"	"conj5"	"shinassha-VConj5AffCommandImprtv-stem5"
"verb"	"conjClass"	"conj5"	"shinassha-VConj5AffCommandImprtv-tsiiley"
"verb"	"conjClass"	"conj5"	"shinassha-VConj5AffIndicAorPunct-shuwey"
"verb"	"conjClass"	"conj5"	"shinassha-VConj5AffIndicFutPunct-meeccey"
"verb"	"conjClass"	"conj5"	"shinassha-VConj5AffIndicPretPerf-shuwey"
"verb"	"conjClass"	"conj5"	"shinassha-VConj5AffInfinitive-bey"
"verb"	"conjClass"	"conj5"	"shinassha-VConj5AffInfinitive-tippey"
"verb"	"conjClass"	"conj5"	"shinassha-VConj5NegIndicPretPerf-shuwey"
"verb"	"conjClass"	"conj5"	"shinassha-VInflClass"
"verb"	"dervStem"	"benefactive"	"shinassha-VDervStem"
"verb"	"dervStem"	"causative"	"shinassha-VDervStem"
"verb"	"dervStem"	"completative"	"shinassha-VDervStem"
"verb"	"dervStem"	"iterative"	"shinassha-VDervStem"
"verb"	"mood"	"command"	"shinassha-VAffCommandImprtvMonorad-maa"
"verb"	"mood"	"command"	"shinassha-VAffCommandImprtvMonorad-waa"
"verb"	"mood"	"command"	"shinassha-VAffCommandJussInterrogative-am"
"verb"	"mood"	"command"	"shinassha-VAffCommandJussMonorad-maa"
"verb"	"mood"	"command"	"shinassha-VAffCommandJussMonorad-waa"
"verb"	"mood"	"command"	"shinassha-VConj1SmplAffCommandImprtv-am"
"verb"	"mood"	"command"	"shinassha-VConj1SmplAffCommandImprtv-biits"
"verb"	"mood"	"command"	"shinassha-VConj1SmplAffCommandImprtv-dek"
"verb"	"mood"	"command"	"shinassha-VConj1SmplAffCommandImprtv-mash"
"verb"	"mood"	"command"	"shinassha-VConj1SmplAffCommandImprtv-stem"
"verb"	"mood"	"command"	"shinassha-VConj1SmplAffCommandImprtv-wots"
"verb"	"mood"	"command"	"shinassha-VConj1SmplAffCommandJuss-et"
"verb"	"mood"	"command"	"shinassha-VConj1SmplNegCommandImprtv-am"
"verb"	"mood"	"command"	"shinassha-VConj1SmplNegCommandImprtv-stem"
"verb"	"mood"	"command"	"shinassha-VConj1SmplNegCommandJuss-am"
"verb"	"mood"	"command"	"shinassha-VConj2AffCommandImprtv-kar"
"verb"	"mood"	"command"	"shinassha-VConj2AffCommandImprtv-stem2"
"verb"	"mood"	"command"	"shinassha-VConj2AffCommandImprtv-taf"
"verb"	"mood"	"command"	"shinassha-VConj3AffCommandImprtv-need"
"verb"	"mood"	"command"	"shinassha-VConj3AffCommandImprtv-sha"
"verb"	"mood"	"command"	"shinassha-VConj3AffCommandImprtv-stem3"
"verb"	"mood"	"command"	"shinassha-VConj3AffCommandJuss-tsaaf"
"verb"	"mood"	"command"	"shinassha-VConj4AffCommandImprtv-baziy"
"verb"	"mood"	"command"	"shinassha-VConj4AffCommandImprtv-stem4"
"verb"	"mood"	"command"	"shinassha-VConj4AffCommandImprtv-tsiiliy"
"verb"	"mood"	"command"	"shinassha-VConj4AffCommandJuss-finiy"
"verb"	"mood"	"command"	"shinassha-VConj5AffCommandImprtv-meeccey"
"verb"	"mood"	"command"	"shinassha-VConj5AffCommandImprtv-stem5"
"verb"	"mood"	"command"	"shinassha-VConj5AffCommandImprtv-tsiiley"
"verb"	"mood"	"command"	"shinassha-VNegCommandJussInterrogative-am"
"verb"	"mood"	"conditional"	"shinassha-VConj1SmplAffCondPres-im"
"verb"	"mood"	"conditional"	"shinassha-VConj1SmplAffCondPret-im"
"verb"	"mood"	"conditional"	"shinassha-VConj1SmplNegCondPres-im"
"verb"	"mood"	"conjClass"	"shinassha-VAffConjConjMonorad-maa"
"verb"	"mood"	"conjClass"	"shinassha-VAffConjConjMonorad-waa"
"verb"	"mood"	"conjClass"	"shinassha-VConj1SmplAffConjConj-am"
"verb"	"mood"	"conjClass"	"shinassha-VConj1SmplNegConjAor-am"
"verb"	"mood"	"conjClass"	"shinassha-VConj1SmplNegConjCond-am"
"verb"	"mood"	"conjClass"	"shinassha-VConj1SmplNegConjPret-am"
"verb"	"mood"	"conjClass"	"shinassha-VConj2AffConjConj-fall"
"verb"	"mood"	"conjClass"	"shinassha-VConj3AffConjConj-ja"
"verb"	"mood"	"desiderative"	"shinassha-VConj1CompAffDesidAorHab-am"
"verb"	"mood"	"desiderative"	"shinassha-VConj1CompAffDesidFutPunct-am"
"verb"	"mood"	"desiderative"	"shinassha-VConj1CompAffDesidPretPerf-am"
"verb"	"mood"	"desiderative"	"shinassha-VConj1CompNegDesidAorHab-am"
"verb"	"mood"	"desiderative"	"shinassha-VConj1CompNegDesidPretPerf-am"
"verb"	"mood"	"gerund"	"shinassha-VAffGerundImperfFutMonorad-maa"
"verb"	"mood"	"gerund"	"shinassha-VAffGerundImperfFutMonorad-waa"
"verb"	"mood"	"gerund"	"shinassha-VAffGerundImperfPretMonorad-maa"
"verb"	"mood"	"gerund"	"shinassha-VAffGerundImperfPretMonorad-waa"
"verb"	"mood"	"gerund"	"shinassha-VAffGerundPerfFutMonorad-maa"
"verb"	"mood"	"gerund"	"shinassha-VAffGerundPerfFutMonorad-waa"
"verb"	"mood"	"gerund"	"shinassha-VAffGerundPerfPretMonorad-maa"
"verb"	"mood"	"gerund"	"shinassha-VAffGerundPerfPretMonorad-waa"
"verb"	"mood"	"gerund"	"shinassha-VConj1CompAffGerundImperfFut-et"
"verb"	"mood"	"gerund"	"shinassha-VConj1CompAffGerundImperfPres-miits"
"verb"	"mood"	"gerund"	"shinassha-VConj1CompAffGerundImperfPret-miits"
"verb"	"mood"	"gerund"	"shinassha-VConj1SmplAffGerundPerfFut-am"
"verb"	"mood"	"gerund"	"shinassha-VConj1SmplAffGerundPerfPres-am"
"verb"	"mood"	"gerund"	"shinassha-VConj1SmplAffGerundPerfPret-am"
"verb"	"mood"	"gerund"	"shinassha-VConj1SmplNegGerund-am"
"verb"	"mood"	"indicative"	"shinassha-VAffIndicAorHabMonorad-maa"
"verb"	"mood"	"indicative"	"shinassha-VAffIndicAorHabMonorad-waa"
"verb"	"mood"	"indicative"	"shinassha-VAffIndicFutProgrMonorad-maa"
"verb"	"mood"	"indicative"	"shinassha-VAffIndicFutProgrMonorad-waa"
"verb"	"mood"	"indicative"	"shinassha-VAffIndicFutPunctMonorad-maa"
"verb"	"mood"	"indicative"	"shinassha-VAffIndicFutPunctMonorad-waa"
"verb"	"mood"	"indicative"	"shinassha-VAffIndicPretPerfMonorad-waa"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompAffIndicAorIngr-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompAffIndicAorProgr-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompAffIndicFutPerf-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompAffIndicFutProgr-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompAffIndicPlusPerf-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompAffIndicPresIngrA-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompAffIndicPresIngrB-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompAffIndicPresProgr-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompAffIndicPretDubit-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompAffIndicPretEgr-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompAffIndicPretIngr-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompNegIndicAorHab-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompNegIndicAorIngr-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompNegIndicAorProgr-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompNegIndicFutPerf-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompNegIndicFutProgr-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompNegIndicPlusPerf-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompNegIndicPresIngrA-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompNegIndicPresIngrB-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompNegIndicPresProgr-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1CompNegIndicPretDubit-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1SmplAffIndicAorHab-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1SmplAffIndicAorPunct-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1SmplAffIndicFutPunct-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1SmplAffIndicPretPerf-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1SmplAffIndicPretPerfB-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1SmplNegIndicAorPunct-am"
"verb"	"mood"	"indicative"	"shinassha-VConj1SmplNegIndicPretPerf-am"
"verb"	"mood"	"indicative"	"shinassha-VConj2AffIndicAorPunct-taf"
"verb"	"mood"	"indicative"	"shinassha-VConj2AffIndicFutPunct-kutt"
"verb"	"mood"	"indicative"	"shinassha-VConj3AffIndicAorPunct-sha"
"verb"	"mood"	"indicative"	"shinassha-VConj3AffIndicFutPunct-meecc"
"verb"	"mood"	"indicative"	"shinassha-VConj3AffIndicPretPerf-sha"
"verb"	"mood"	"indicative"	"shinassha-VConj3NegIndicPretPerf-sha"
"verb"	"mood"	"indicative"	"shinassha-VConj4AffIndicAorPunct-kasshiy"
"verb"	"mood"	"indicative"	"shinassha-VConj4AffIndicFutPunct-kasshiy"
"verb"	"mood"	"indicative"	"shinassha-VConj4AffIndicPretPerf-kasshiy"
"verb"	"mood"	"indicative"	"shinassha-VConj4NegIndicPretPerf-kasshiy"
"verb"	"mood"	"indicative"	"shinassha-VConj5AffIndicAorPunct-shuwey"
"verb"	"mood"	"indicative"	"shinassha-VConj5AffIndicFutPunct-meeccey"
"verb"	"mood"	"indicative"	"shinassha-VConj5AffIndicPretPerf-shuwey"
"verb"	"mood"	"indicative"	"shinassha-VConj5NegIndicPretPerf-shuwey"
"verb"	"mood"	"indicative"	"shinassha-VNegIndicAorHabInterrogative-am"
"verb"	"mood"	"indicative"	"shinassha-VSubjSuff"
"verb"	"mood"	"indicative"	"shinassha-VSubjSuffInterr"
"verb"	"mood"	"infinitive"	"shinassha-VAffInfinitiveMonorad-maa"
"verb"	"mood"	"infinitive"	"shinassha-VAffInfinitiveMonorad-waa"
