?pdgmlabel	?prop1	?val1
"gawwada-VPerfectiveFutureTemplate"	"pdgmType"	"template"
"gawwada-VPerfectiveFutureTemplate"	"person"	"p1"
"gawwada-VPerfectiveFutureTemplate"	"person"	"p2"
"gawwada-VPerfectiveFutureTemplate"	"person"	"p3"
"gawwada-VPerfectiveFutureTemplate"	"pos"	"verb"
"gawwada-VPerfectiveFutureTemplate"	"tense1"	"perfective"
"gawwada-VPerfectiveFutureTemplate"	"tense2"	"future"
"gawwada-VImperfectiveTemplate"	"gender"	"f"
"gawwada-VImperfectiveTemplate"	"gender"	"m"
"gawwada-VImperfectiveTemplate"	"gender"	"⊤"
"gawwada-VImperfectiveTemplate"	"ns#type"	"Term"
"gawwada-VImperfectiveTemplate"	"number"	"pl"
"gawwada-VImperfectiveTemplate"	"number"	"sg"
"gawwada-VImperfectiveTemplate"	"pdgmType"	"template"
"gawwada-VImperfectiveTemplate"	"person"	"p1"
"gawwada-VImperfectiveTemplate"	"person"	"p2"
"gawwada-VImperfectiveTemplate"	"person"	"p3"
"gawwada-VImperfectiveTemplate"	"pos"	"verb"
"gawwada-VImperfectiveTemplate"	"tense1"	"imperfective"
"gawwada-VConsecutiveTemplate"	"gender"	"f"
"gawwada-VConsecutiveTemplate"	"gender"	"m"
"gawwada-VConsecutiveTemplate"	"gender"	"⊤"
"gawwada-VConsecutiveTemplate"	"inflClass"	"class1"
"gawwada-VConsecutiveTemplate"	"inflClass"	"class2"
"gawwada-VConsecutiveTemplate"	"ns#type"	"Term"
"gawwada-VConsecutiveTemplate"	"number"	"pl"
"gawwada-VConsecutiveTemplate"	"number"	"sg"
"gawwada-VConsecutiveTemplate"	"pdgmType"	"template"
"gawwada-VConsecutiveTemplate"	"person"	"p1"
"gawwada-VConsecutiveTemplate"	"person"	"p2"
"gawwada-VConsecutiveTemplate"	"person"	"p3"
"gawwada-VConsecutiveTemplate"	"pos"	"verb"
"gawwada-VConsecutiveTemplate"	"tense1"	"consecutive"
"gawwada-VImprtvExx"	"inflClass"	"class1a"
"gawwada-VImprtvExx"	"inflClass"	"class1b"
"gawwada-VImprtvExx"	"inflClass"	"class2"
"gawwada-VImprtvExx"	"ns#type"	"Term"
"gawwada-VImprtvExx"	"number"	"pl"
"gawwada-VImprtvExx"	"number"	"sg"
"gawwada-VImprtvExx"	"pos"	"verb"
"gawwada-VImprtvExx"	"tense1"	"imperative"
"gawwada-VImprtvExx"	"verbMorphClass"	"exx"
"gawwada-VInfinitive"	"ns#type"	"Term"
"gawwada-VInfinitive"	"proClasspos"	"verb"
"gawwada-VInfinitive"	"tense1"	"infinitive"
"gawwada-VImperfectiveHabitualTemplate"	"gender"	"f"
"gawwada-VImperfectiveHabitualTemplate"	"gender"	"m"
"gawwada-VImperfectiveHabitualTemplate"	"gender"	"⊤"
"gawwada-VImperfectiveHabitualTemplate"	"ns#type"	"Term"
"gawwada-VImperfectiveHabitualTemplate"	"number"	"pl"
"gawwada-VImperfectiveHabitualTemplate"	"number"	"sg"
"gawwada-VImperfectiveHabitualTemplate"	"pdgmType"	"template"
"gawwada-VImperfectiveHabitualTemplate"	"person"	"p1"
"gawwada-VImperfectiveHabitualTemplate"	"person"	"p2"
"gawwada-VImperfectiveHabitualTemplate"	"person"	"p3"
"gawwada-VImperfectiveHabitualTemplate"	"pos"	"verb"
"gawwada-VImperfectiveHabitualTemplate"	"tense1"	"imperfective"
"gawwada-VImperfectiveHabitualTemplate"	"tense2"	"habitual"
"gawwada-PPossSuff"	"gender"	"f"
"gawwada-PPossSuff"	"gender"	"m"
"gawwada-PPossSuff"	"gender"	"⊤"
"gawwada-PPossSuff"	"genderHead"	"f"
"gawwada-PPossSuff"	"genderHead"	"m"
"gawwada-PPossSuff"	"ns#type"	"Term"
"gawwada-PPossSuff"	"number"	"pl"
"gawwada-PPossSuff"	"number"	"sg"
"gawwada-PPossSuff"	"person"	"p1"
"gawwada-PPossSuff"	"person"	"p2"
"gawwada-PPossSuff"	"person"	"p3"
"gawwada-PPossSuff"	"pos"	"pronoun"
"gawwada-PPossSuff"	"proClass"	"possSuff"
"gawwada-VNegJussive-ass"	"gender"	"f"
"gawwada-VNegJussive-ass"	"gender"	"m"
"gawwada-VNegJussive-ass"	"gender"	"⊤"
"gawwada-VNegJussive-ass"	"ns#type"	"Term"
"gawwada-VNegJussive-ass"	"number"	"pl"
"gawwada-VNegJussive-ass"	"number"	"sg"
"gawwada-VNegJussive-ass"	"person"	"p1"
"gawwada-VNegJussive-ass"	"person"	"p3"
"gawwada-VNegJussive-ass"	"pos"	"verb"
"gawwada-VNegJussive-ass"	"proClasspolarity"	"negative"
"gawwada-VNegJussive-ass"	"tense1"	"jussive"
"gawwada-VPerfectiveTemplate"	"gender"	"f"
"gawwada-VPerfectiveTemplate"	"gender"	"m"
"gawwada-VPerfectiveTemplate"	"gender"	"⊤"
"gawwada-VPerfectiveTemplate"	"inflClass"	"class1"
"gawwada-VPerfectiveTemplate"	"inflClass"	"class2"
"gawwada-VPerfectiveTemplate"	"ns#type"	"Term"
"gawwada-VPerfectiveTemplate"	"number"	"pl"
"gawwada-VPerfectiveTemplate"	"number"	"sg"
"gawwada-VPerfectiveTemplate"	"pdgmType"	"template"
"gawwada-VPerfectiveTemplate"	"person"	"p1"
"gawwada-VPerfectiveTemplate"	"person"	"p2"
"gawwada-VPerfectiveTemplate"	"person"	"p3"
"gawwada-VPerfectiveTemplate"	"pos"	"verb"
"gawwada-VPerfectiveTemplate"	"tense1"	"perfective"
"gawwada-PSubjProclitic"	"ns#type"	"Term"
"gawwada-PSubjProclitic"	"number"	"pl"
"gawwada-PSubjProclitic"	"number"	"sg"
"gawwada-PSubjProclitic"	"number"	"⊤"
"gawwada-PSubjProclitic"	"person"	"impersonal"
"gawwada-PSubjProclitic"	"person"	"p1"
"gawwada-PSubjProclitic"	"person"	"p2"
"gawwada-PSubjProclitic"	"person"	"p3"
"gawwada-PSubjProclitic"	"polarity"	"affirmative"
"gawwada-PSubjProclitic"	"polarity"	"negative"
"gawwada-PSubjProclitic"	"polarity"	"⊤"
"gawwada-PSubjProclitic"	"pos"	"pronoun"
"gawwada-PSubjProclitic"	"proClass"	"subjProclitic"
"gawwada-VNegTemplate"	"gender"	"f"
"gawwada-VNegTemplate"	"gender"	"m"
"gawwada-VNegTemplate"	"gender"	"⊤"
"gawwada-VNegTemplate"	"ns#type"	"Term"
"gawwada-VNegTemplate"	"number"	"pl"
"gawwada-VNegTemplate"	"number"	"sg"
"gawwada-VNegTemplate"	"pdgmType"	"template"
"gawwada-VNegTemplate"	"person"	"p1"
"gawwada-VNegTemplate"	"person"	"p2"
"gawwada-VNegTemplate"	"person"	"p3"
"gawwada-VNegTemplate"	"polarity"	"negative"
"gawwada-VNegTemplate"	"pos"	"verb"
"gawwada-VNegTemplate"	"tense1"	"past"
"gawwada-VNegTemplate"	"tense1"	"present"
"gawwada-VPerfective-oggay"	"gender"	"f"
"gawwada-VPerfective-oggay"	"gender"	"m"
"gawwada-VPerfective-oggay"	"gender"	"⊤"
"gawwada-VPerfective-oggay"	"inflClass"	"class1"
"gawwada-VPerfective-oggay"	"ns#type"	"Term"
"gawwada-VPerfective-oggay"	"number"	"pl"
"gawwada-VPerfective-oggay"	"number"	"sg"
"gawwada-VPerfective-oggay"	"person"	"p1"
"gawwada-VPerfective-oggay"	"person"	"p2"
"gawwada-VPerfective-oggay"	"person"	"p3"
"gawwada-VPerfective-oggay"	"proClasspos"	"verb"
"gawwada-VPerfective-oggay"	"tense1"	"perfective"
"gawwada-VFocusStructure"	"focusType"	"k-Focus"
"gawwada-VFocusStructure"	"focusType"	"subjFocus"
"gawwada-VFocusStructure"	"focusType"	"verbFocus"
"gawwada-VFocusStructure"	"ns#type"	"Term"
"gawwada-VFocusStructure"	"pos"	"verb"
"gawwada-VFocusStructure"	"verbMorphClass"	"focusStructure"
"gawwada-VAffJussive-ass"	"gender"	"f"
"gawwada-VAffJussive-ass"	"gender"	"m"
"gawwada-VAffJussive-ass"	"gender"	"⊤"
"gawwada-VAffJussive-ass"	"ns#type"	"Term"
"gawwada-VAffJussive-ass"	"number"	"pl"
"gawwada-VAffJussive-ass"	"number"	"sg"
"gawwada-VAffJussive-ass"	"person"	"p1"
"gawwada-VAffJussive-ass"	"person"	"p3"
"gawwada-VAffJussive-ass"	"pos"	"verb"
"gawwada-VAffJussive-ass"	"proClasspolarity"	"affirmative"
"gawwada-VAffJussive-ass"	"tense1"	"jussive"
"gawwada-VNegPast-ass"	"gender"	"f"
"gawwada-VNegPast-ass"	"gender"	"m"
"gawwada-VNegPast-ass"	"gender"	"⊤"
"gawwada-VNegPast-ass"	"ns#type"	"Term"
"gawwada-VNegPast-ass"	"number"	"pl"
"gawwada-VNegPast-ass"	"number"	"sg"
"gawwada-VNegPast-ass"	"person"	"p1"
"gawwada-VNegPast-ass"	"person"	"p2"
"gawwada-VNegPast-ass"	"person"	"p3"
"gawwada-VNegPast-ass"	"pos"	"verb"
"gawwada-VNegPast-ass"	"proClasspolarity"	"negative"
"gawwada-VNegPast-ass"	"tense1"	"past"
"gawwada-VConsecutive-ass"	"gender"	"f"
"gawwada-VConsecutive-ass"	"gender"	"m"
"gawwada-VConsecutive-ass"	"gender"	"⊤"
"gawwada-VConsecutive-ass"	"inflClass"	"class2"
"gawwada-VConsecutive-ass"	"ns#type"	"Term"
"gawwada-VConsecutive-ass"	"number"	"pl"
"gawwada-VConsecutive-ass"	"number"	"sg"
"gawwada-VConsecutive-ass"	"person"	"p1"
"gawwada-VConsecutive-ass"	"person"	"p2"
"gawwada-VConsecutive-ass"	"person"	"p3"
"gawwada-VConsecutive-ass"	"proClasspos"	"verb"
"gawwada-VConsecutive-ass"	"tense1"	"consecutive"
"gawwada-VImperfectiveFutureTemplate"	"gender"	"f"
"gawwada-VImperfectiveFutureTemplate"	"gender"	"m"
"gawwada-VImperfectiveFutureTemplate"	"gender"	"⊤"
"gawwada-VImperfectiveFutureTemplate"	"ns#type"	"Term"
"gawwada-VImperfectiveFutureTemplate"	"number"	"pl"
"gawwada-VImperfectiveFutureTemplate"	"number"	"sg"
"gawwada-VImperfectiveFutureTemplate"	"pdgmType"	"template"
"gawwada-VImperfectiveFutureTemplate"	"person"	"p1"
"gawwada-VImperfectiveFutureTemplate"	"person"	"p2"
"gawwada-VImperfectiveFutureTemplate"	"person"	"p3"
"gawwada-VImperfectiveFutureTemplate"	"pos"	"verb"
"gawwada-VImperfectiveFutureTemplate"	"tense1"	"imperfective"
"gawwada-VImperfectiveFutureTemplate"	"tense2"	"future"
"gawwada-VPerfective-`ug"	"gender"	"f"
"gawwada-VPerfective-`ug"	"gender"	"m"
"gawwada-VPerfective-`ug"	"gender"	"⊤"
"gawwada-VPerfective-`ug"	"inflClass"	"class1"
"gawwada-VPerfective-`ug"	"ns#type"	"Term"
"gawwada-VPerfective-`ug"	"number"	"pl"
"gawwada-VPerfective-`ug"	"number"	"sg"
"gawwada-VPerfective-`ug"	"person"	"p1"
"gawwada-VPerfective-`ug"	"person"	"p2"
"gawwada-VPerfective-`ug"	"person"	"p3"
"gawwada-VPerfective-`ug"	"proClasspos"	"verb"
"gawwada-VPerfective-`ug"	"tense1"	"perfective"
"gawwada-PInd"	"gender"	"f"
"gawwada-PInd"	"gender"	"m"
"gawwada-PInd"	"gender"	"⊤"
"gawwada-PInd"	"ns#type"	"Term"
"gawwada-PInd"	"number"	"pl"
"gawwada-PInd"	"number"	"sg"
"gawwada-PInd"	"person"	"p1"
"gawwada-PInd"	"person"	"p2"
"gawwada-PInd"	"person"	"p3"
"gawwada-PInd"	"pos"	"pronoun"
"gawwada-PInd"	"proClass"	"independent"
"gawwada-VConsecutive-sor"	"gender"	"f"
"gawwada-VConsecutive-sor"	"gender"	"m"
"gawwada-VConsecutive-sor"	"gender"	"⊤"
"gawwada-VConsecutive-sor"	"inflClass"	"class1"
"gawwada-VConsecutive-sor"	"ns#type"	"Term"
"gawwada-VConsecutive-sor"	"number"	"pl"
"gawwada-VConsecutive-sor"	"number"	"sg"
"gawwada-VConsecutive-sor"	"person"	"p1"
"gawwada-VConsecutive-sor"	"person"	"p2"
"gawwada-VConsecutive-sor"	"person"	"p3"
"gawwada-VConsecutive-sor"	"proClasspos"	"verb"
"gawwada-VConsecutive-sor"	"tense1"	"consecutive"
"gawwada-VDervStems"	"dervStem"	"causative"
"gawwada-VDervStems"	"dervStem"	"inceptive"
"gawwada-VDervStems"	"dervStem"	"ingressive"
"gawwada-VDervStems"	"dervStem"	"intensive"
"gawwada-VDervStems"	"dervStem"	"middle"
"gawwada-VDervStems"	"dervStem"	"passive"
"gawwada-VDervStems"	"dervStem"	"semelfactive"
"gawwada-VDervStems"	"ns#type"	"Term"
"gawwada-VDervStems"	"pos"	"verb"
"gawwada-VDervStems"	"verbMorphClass"	"dervStem"
"gawwada-VConsecutivePartialPdgm"	"gender"	"m"
"gawwada-VConsecutivePartialPdgm"	"gender"	"⊤"
"gawwada-VConsecutivePartialPdgm"	"ns#type"	"Term"
"gawwada-VConsecutivePartialPdgm"	"number"	"sg"
"gawwada-VConsecutivePartialPdgm"	"person"	"p1"
"gawwada-VConsecutivePartialPdgm"	"person"	"p3"
"gawwada-VConsecutivePartialPdgm"	"pos"	"verb"
"gawwada-VConsecutivePartialPdgm"	"tense1"	"consecutive"
"gawwada-VConsecutivePartialPdgm"	"verbMorphClass"	"partialPdgm"
"gawwada-VImperfective-ass"	"gender"	"f"
"gawwada-VImperfective-ass"	"gender"	"m"
"gawwada-VImperfective-ass"	"gender"	"⊤"
"gawwada-VImperfective-ass"	"ns#type"	"Term"
"gawwada-VImperfective-ass"	"number"	"pl"
"gawwada-VImperfective-ass"	"number"	"sg"
"gawwada-VImperfective-ass"	"person"	"p1"
"gawwada-VImperfective-ass"	"person"	"p2"
"gawwada-VImperfective-ass"	"person"	"p3"
"gawwada-VImperfective-ass"	"proClasspos"	"verb"
"gawwada-VImperfective-ass"	"tense1"	"imperfective"
"gawwada-VPerfectiveTemplate-ass"	"gender"	"f"
"gawwada-VPerfectiveTemplate-ass"	"gender"	"m"
"gawwada-VPerfectiveTemplate-ass"	"gender"	"⊤"
"gawwada-VPerfectiveTemplate-ass"	"inflClass"	"class2"
"gawwada-VPerfectiveTemplate-ass"	"ns#type"	"Term"
"gawwada-VPerfectiveTemplate-ass"	"number"	"pl"
"gawwada-VPerfectiveTemplate-ass"	"number"	"sg"
"gawwada-VPerfectiveTemplate-ass"	"pdgmType"	"template"
"gawwada-VPerfectiveTemplate-ass"	"person"	"p1"
"gawwada-VPerfectiveTemplate-ass"	"person"	"p2"
"gawwada-VPerfectiveTemplate-ass"	"person"	"p3"
"gawwada-VPerfectiveTemplate-ass"	"pos"	"verb"
"gawwada-VPerfectiveTemplate-ass"	"tense1"	"perfective"
"gawwada-PObjProclitic"	"gender"	"f"
"gawwada-PObjProclitic"	"gender"	"m"
"gawwada-PObjProclitic"	"gender"	"⊤"
"gawwada-PObjProclitic"	"ns#type"	"Term"
"gawwada-PObjProclitic"	"number"	"pl"
"gawwada-PObjProclitic"	"number"	"sg"
"gawwada-PObjProclitic"	"number"	"⊤"
"gawwada-PObjProclitic"	"person"	"p1"
"gawwada-PObjProclitic"	"person"	"p2"
"gawwada-PObjProclitic"	"person"	"p3"
"gawwada-PObjProclitic"	"person"	"⊤"
"gawwada-PObjProclitic"	"pos"	"pronoun"
"gawwada-PObjProclitic"	"proClass"	"objProclitic"
"gawwada-VNegHabitualTemplate"	"gender"	"f"
"gawwada-VNegHabitualTemplate"	"gender"	"m"
"gawwada-VNegHabitualTemplate"	"gender"	"⊤"
"gawwada-VNegHabitualTemplate"	"ns#type"	"Term"
"gawwada-VNegHabitualTemplate"	"number"	"pl"
"gawwada-VNegHabitualTemplate"	"number"	"sg"
"gawwada-VNegHabitualTemplate"	"pdgmType"	"template"
"gawwada-VNegHabitualTemplate"	"person"	"p1"
"gawwada-VNegHabitualTemplate"	"person"	"p2"
"gawwada-VNegHabitualTemplate"	"person"	"p3"
"gawwada-VNegHabitualTemplate"	"polarity"	"negative"
"gawwada-VNegHabitualTemplate"	"pos"	"verb"
"gawwada-VNegHabitualTemplate"	"tense1"	"past"
"gawwada-VNegHabitualTemplate"	"tense1"	"present"
"gawwada-VNegHabitualTemplate"	"tense2"	"habitual"
"gawwada-VNegPresent-ass"	"gender"	"f"
"gawwada-VNegPresent-ass"	"gender"	"m"
"gawwada-VNegPresent-ass"	"gender"	"⊤"
"gawwada-VNegPresent-ass"	"ns#type"	"Term"
"gawwada-VNegPresent-ass"	"number"	"pl"
"gawwada-VNegPresent-ass"	"number"	"sg"
"gawwada-VNegPresent-ass"	"person"	"p1"
"gawwada-VNegPresent-ass"	"person"	"p2"
"gawwada-VNegPresent-ass"	"person"	"p3"
"gawwada-VNegPresent-ass"	"pos"	"verb"
"gawwada-VNegPresent-ass"	"proClasspolarity"	"negative"
"gawwada-VNegPresent-ass"	"tense1"	"present"
"gawwada-VNegImprtvExx"	"ns#type"	"Term"
"gawwada-VNegImprtvExx"	"number"	"pl"
"gawwada-VNegImprtvExx"	"number"	"sg"
"gawwada-VNegImprtvExx"	"person"	"p2"
"gawwada-VNegImprtvExx"	"polarity"	"negative"
"gawwada-VNegImprtvExx"	"pos"	"verb"
"gawwada-VNegImprtvExx"	"tense1"	"imperative"
"gawwada-VNegImprtvExx"	"verbMorphClass"	"exx"
"gawwada-VImprtvTemplate"	"inflClass"	"class1a"
"gawwada-VImprtvTemplate"	"inflClass"	"class1b"
"gawwada-VImprtvTemplate"	"inflClass"	"class2"
"gawwada-VImprtvTemplate"	"ns#type"	"Term"
"gawwada-VImprtvTemplate"	"number"	"pl"
"gawwada-VImprtvTemplate"	"number"	"sg"
"gawwada-VImprtvTemplate"	"pdgmType"	"template"
"gawwada-VImprtvTemplate"	"pos"	"verb"
"gawwada-VImprtvTemplate"	"tense1"	"imperative"
