?pdgmlabel	?prop1	?val1
"koorete-VAffPresHabInterrog-bee"	"person"	"p1"
"koorete-VAffPresHabInterrog-bee"	"person"	"p2"
"koorete-VAffPresHabInterrog-bee"	"person"	"p3"
"koorete-VAffPresHabInterrog-bee"	"polarity"	"affirmative"
"koorete-VAffPresHabInterrog-bee"	"pos"	"verb"
"koorete-VAffPresHabInterrog-bee"	"tam"	"presentHabitual"
"koorete-VAffPastPerfDeclPClass1"	"focus"	"declarative"
"koorete-VAffPastPerfDeclPClass1"	"gender"	"f"
"koorete-VAffPastPerfDeclPClass1"	"gender"	"m"
"koorete-VAffPastPerfDeclPClass1"	"gender"	"⊤"
"koorete-VAffPastPerfDeclPClass1"	"ns#type"	"Term"
"koorete-VAffPastPerfDeclPClass1"	"number"	"pl"
"koorete-VAffPastPerfDeclPClass1"	"number"	"plEx"
"koorete-VAffPastPerfDeclPClass1"	"number"	"plIn"
"koorete-VAffPastPerfDeclPClass1"	"number"	"sg"
"koorete-VAffPastPerfDeclPClass1"	"pdgmClass"	"pClass1"
"koorete-VAffPastPerfDeclPClass1"	"person"	"p1"
"koorete-VAffPastPerfDeclPClass1"	"person"	"p2"
"koorete-VAffPastPerfDeclPClass1"	"person"	"p3"
"koorete-VAffPastPerfDeclPClass1"	"polarity"	"affirmative"
"koorete-VAffPastPerfDeclPClass1"	"pos"	"verb"
"koorete-VAffPastPerfDeclPClass1"	"tam"	"pastPerfective"
"koorete-VNegPresHabDecl-woon"	"conjClass"	"conj1"
"koorete-VNegPresHabDecl-woon"	"focus"	"declarative"
"koorete-VNegPresHabDecl-woon"	"gender"	"f"
"koorete-VNegPresHabDecl-woon"	"gender"	"m"
"koorete-VNegPresHabDecl-woon"	"gender"	"⊤"
"koorete-VNegPresHabDecl-woon"	"ns#type"	"Term"
"koorete-VNegPresHabDecl-woon"	"number"	"pl"
"koorete-VNegPresHabDecl-woon"	"number"	"plEx"
"koorete-VNegPresHabDecl-woon"	"number"	"plIn"
"koorete-VNegPresHabDecl-woon"	"number"	"sg"
"koorete-VNegPresHabDecl-woon"	"person"	"p1"
"koorete-VNegPresHabDecl-woon"	"person"	"p2"
"koorete-VNegPresHabDecl-woon"	"person"	"p3"
"koorete-VNegPresHabDecl-woon"	"polarity"	"negative"
"koorete-VNegPresHabDecl-woon"	"pos"	"verb"
"koorete-VNegPresHabDecl-woon"	"tam"	"presentHabitual"
"koorete-VNegPresPerfInterrog-woon"	"conjClass"	"conj1"
"koorete-VNegPresPerfInterrog-woon"	"focus"	"interrogative"
"koorete-VNegPresPerfInterrog-woon"	"gender"	"f"
"koorete-VNegPresPerfInterrog-woon"	"gender"	"m"
"koorete-VNegPresPerfInterrog-woon"	"gender"	"⊤"
"koorete-VNegPresPerfInterrog-woon"	"ns#type"	"Term"
"koorete-VNegPresPerfInterrog-woon"	"number"	"pl"
"koorete-VNegPresPerfInterrog-woon"	"number"	"plEx"
"koorete-VNegPresPerfInterrog-woon"	"number"	"plIn"
"koorete-VNegPresPerfInterrog-woon"	"number"	"sg"
"koorete-VNegPresPerfInterrog-woon"	"person"	"p1"
"koorete-VNegPresPerfInterrog-woon"	"person"	"p2"
"koorete-VNegPresPerfInterrog-woon"	"person"	"p3"
"koorete-VNegPresPerfInterrog-woon"	"polarity"	"negative"
"koorete-VNegPresPerfInterrog-woon"	"pos"	"verb"
"koorete-VNegPresPerfInterrog-woon"	"tam"	"presentPerfective"
"koorete-VNegPastHabInterrog-woon"	"conjClass"	"conj1"
"koorete-VNegPastHabInterrog-woon"	"focus"	"interrogative"
"koorete-VNegPastHabInterrog-woon"	"gender"	"f"
"koorete-VNegPastHabInterrog-woon"	"gender"	"m"
"koorete-VNegPastHabInterrog-woon"	"gender"	"⊤"
"koorete-VNegPastHabInterrog-woon"	"ns#type"	"Term"
"koorete-VNegPastHabInterrog-woon"	"number"	"pl"
"koorete-VNegPastHabInterrog-woon"	"number"	"plEx"
"koorete-VNegPastHabInterrog-woon"	"number"	"plIn"
"koorete-VNegPastHabInterrog-woon"	"number"	"sg"
"koorete-VNegPastHabInterrog-woon"	"person"	"p1"
"koorete-VNegPastHabInterrog-woon"	"person"	"p2"
"koorete-VNegPastHabInterrog-woon"	"person"	"p3"
"koorete-VNegPastHabInterrog-woon"	"polarity"	"negative"
"koorete-VNegPastHabInterrog-woon"	"pos"	"verb"
"koorete-VNegPastHabInterrog-woon"	"tam"	"pastHabitual"
"koorete-VAffPastHabDecl-woon"	"conjClass"	"conj1"
"koorete-VAffPastHabDecl-woon"	"focus"	"declarative"
"koorete-VAffPastHabDecl-woon"	"gender"	"f"
"koorete-VAffPastHabDecl-woon"	"gender"	"m"
"koorete-VAffPastHabDecl-woon"	"gender"	"⊤"
"koorete-VAffPastHabDecl-woon"	"ns#type"	"Term"
"koorete-VAffPastHabDecl-woon"	"number"	"pl"
"koorete-VAffPastHabDecl-woon"	"number"	"plEx"
"koorete-VAffPastHabDecl-woon"	"number"	"plIn"
"koorete-VAffPastHabDecl-woon"	"number"	"sg"
"koorete-VAffPastHabDecl-woon"	"person"	"p1"
"koorete-VAffPastHabDecl-woon"	"person"	"p2"
"koorete-VAffPastHabDecl-woon"	"person"	"p3"
"koorete-VAffPastHabDecl-woon"	"polarity"	"affirmative"
"koorete-VAffPastHabDecl-woon"	"pos"	"verb"
"koorete-VAffPastHabDecl-woon"	"tam"	"pastHabitual"
"koorete-VAffPastPerfectiveInterrogPClass1"	"focus"	"interrogative"
"koorete-VAffPastPerfectiveInterrogPClass1"	"gender"	"f"
"koorete-VAffPastPerfectiveInterrogPClass1"	"gender"	"m"
"koorete-VAffPastPerfectiveInterrogPClass1"	"gender"	"⊤"
"koorete-VAffPastPerfectiveInterrogPClass1"	"ns#type"	"Term"
"koorete-VAffPastPerfectiveInterrogPClass1"	"number"	"pl"
"koorete-VAffPastPerfectiveInterrogPClass1"	"number"	"plEx"
"koorete-VAffPastPerfectiveInterrogPClass1"	"number"	"plIn"
"koorete-VAffPastPerfectiveInterrogPClass1"	"number"	"sg"
"koorete-VAffPastPerfectiveInterrogPClass1"	"pdgmClass"	"pClass1"
"koorete-VAffPastPerfectiveInterrogPClass1"	"person"	"p1"
"koorete-VAffPastPerfectiveInterrogPClass1"	"person"	"p2"
"koorete-VAffPastPerfectiveInterrogPClass1"	"person"	"p3"
"koorete-VAffPastPerfectiveInterrogPClass1"	"polarity"	"affirmative"
"koorete-VAffPastPerfectiveInterrogPClass1"	"pos"	"verb"
"koorete-VAffPastPerfectiveInterrogPClass1"	"tam"	"pastPerfective"
"koorete-VNegPastPerfInterrogPClass1"	"focus"	"interrogative"
"koorete-VNegPastPerfInterrogPClass1"	"gender"	"f"
"koorete-VNegPastPerfInterrogPClass1"	"gender"	"m"
"koorete-VNegPastPerfInterrogPClass1"	"gender"	"⊤"
"koorete-VNegPastPerfInterrogPClass1"	"ns#type"	"Term"
"koorete-VNegPastPerfInterrogPClass1"	"number"	"pl"
"koorete-VNegPastPerfInterrogPClass1"	"number"	"plEx"
"koorete-VNegPastPerfInterrogPClass1"	"number"	"plIn"
"koorete-VNegPastPerfInterrogPClass1"	"number"	"sg"
"koorete-VNegPastPerfInterrogPClass1"	"pdgmClass"	"pClass1"
"koorete-VNegPastPerfInterrogPClass1"	"person"	"p1"
"koorete-VNegPastPerfInterrogPClass1"	"person"	"p2"
"koorete-VNegPastPerfInterrogPClass1"	"person"	"p3"
"koorete-VNegPastPerfInterrogPClass1"	"polarity"	"negative"
"koorete-VNegPastPerfInterrogPClass1"	"pos"	"verb"
"koorete-VNegPastPerfInterrogPClass1"	"tam"	"pastPerfective"
"koorete-VAffPastProgInterrogPClass2"	"focus"	"interrogative"
"koorete-VAffPastProgInterrogPClass2"	"gender"	"f"
"koorete-VAffPastProgInterrogPClass2"	"gender"	"m"
"koorete-VAffPastProgInterrogPClass2"	"gender"	"⊤"
"koorete-VAffPastProgInterrogPClass2"	"ns#type"	"Term"
"koorete-VAffPastProgInterrogPClass2"	"number"	"pl"
"koorete-VAffPastProgInterrogPClass2"	"number"	"plEx"
"koorete-VAffPastProgInterrogPClass2"	"number"	"plIn"
"koorete-VAffPastProgInterrogPClass2"	"number"	"sg"
"koorete-VAffPastProgInterrogPClass2"	"pdgmClass"	"pClass2"
"koorete-VAffPastProgInterrogPClass2"	"person"	"p1"
"koorete-VAffPastProgInterrogPClass2"	"person"	"p2"
"koorete-VAffPastProgInterrogPClass2"	"person"	"p3"
"koorete-VAffPastProgInterrogPClass2"	"polarity"	"affirmative"
"koorete-VAffPastProgInterrogPClass2"	"pos"	"verb"
"koorete-VAffPastProgInterrogPClass2"	"tam"	"pastProgressive"
"koorete-VNegPresProgDeclPClass2"	"focus"	"declarative"
"koorete-VNegPresProgDeclPClass2"	"gender"	"f"
"koorete-VNegPresProgDeclPClass2"	"gender"	"m"
"koorete-VNegPresProgDeclPClass2"	"gender"	"⊤"
"koorete-VNegPresProgDeclPClass2"	"ns#type"	"Term"
"koorete-VNegPresProgDeclPClass2"	"number"	"pl"
"koorete-VNegPresProgDeclPClass2"	"number"	"plEx"
"koorete-VNegPresProgDeclPClass2"	"number"	"plIn"
"koorete-VNegPresProgDeclPClass2"	"number"	"sg"
"koorete-VNegPresProgDeclPClass2"	"pdgmClass"	"pClass2"
"koorete-VNegPresProgDeclPClass2"	"person"	"p1"
"koorete-VNegPresProgDeclPClass2"	"person"	"p2"
"koorete-VNegPresProgDeclPClass2"	"person"	"p3"
"koorete-VNegPresProgDeclPClass2"	"polarity"	"negative"
"koorete-VNegPresProgDeclPClass2"	"pos"	"verb"
"koorete-VNegPresProgDeclPClass2"	"tam"	"presentProgressive"
"koorete-VNegPresProgDecl-woon"	"conjClass"	"conj1"
"koorete-VNegPresProgDecl-woon"	"focus"	"declarative"
"koorete-VNegPresProgDecl-woon"	"gender"	"f"
"koorete-VNegPresProgDecl-woon"	"gender"	"m"
"koorete-VNegPresProgDecl-woon"	"gender"	"⊤"
"koorete-VNegPresProgDecl-woon"	"ns#type"	"Term"
"koorete-VNegPresProgDecl-woon"	"number"	"pl"
"koorete-VNegPresProgDecl-woon"	"number"	"plEx"
"koorete-VNegPresProgDecl-woon"	"number"	"plIn"
"koorete-VNegPresProgDecl-woon"	"number"	"sg"
"koorete-VNegPresProgDecl-woon"	"person"	"p1"
"koorete-VNegPresProgDecl-woon"	"person"	"p2"
"koorete-VNegPresProgDecl-woon"	"person"	"p3"
"koorete-VNegPresProgDecl-woon"	"polarity"	"negative"
"koorete-VNegPresProgDecl-woon"	"pos"	"verb"
"koorete-VNegPresProgDecl-woon"	"tam"	"presentProgressive"
"koorete-VNegPastPerfDeclPClass2"	"focus"	"declarative"
"koorete-VNegPastPerfDeclPClass2"	"gender"	"f"
"koorete-VNegPastPerfDeclPClass2"	"gender"	"m"
"koorete-VNegPastPerfDeclPClass2"	"gender"	"⊤"
"koorete-VNegPastPerfDeclPClass2"	"ns#type"	"Term"
"koorete-VNegPastPerfDeclPClass2"	"number"	"pl"
"koorete-VNegPastPerfDeclPClass2"	"number"	"plEx"
"koorete-VNegPastPerfDeclPClass2"	"number"	"plIn"
"koorete-VNegPastPerfDeclPClass2"	"number"	"sg"
"koorete-VNegPastPerfDeclPClass2"	"pdgmClass"	"pClass2"
"koorete-VNegPastPerfDeclPClass2"	"person"	"p1"
"koorete-VNegPastPerfDeclPClass2"	"person"	"p2"
"koorete-VNegPastPerfDeclPClass2"	"person"	"p3"
"koorete-VNegPastPerfDeclPClass2"	"polarity"	"negative"
"koorete-VNegPastPerfDeclPClass2"	"pos"	"verb"
"koorete-VNegPastPerfDeclPClass2"	"tam"	"pastPerfective"
"koorete-VAffPresProgDecl-woon"	"conjClass"	"conj1"
"koorete-VAffPresProgDecl-woon"	"focus"	"declarative"
"koorete-VAffPresProgDecl-woon"	"gender"	"f"
"koorete-VAffPresProgDecl-woon"	"gender"	"m"
"koorete-VAffPresProgDecl-woon"	"gender"	"⊤"
"koorete-VAffPresProgDecl-woon"	"ns#type"	"Term"
"koorete-VAffPresProgDecl-woon"	"number"	"pl"
"koorete-VAffPresProgDecl-woon"	"number"	"plEx"
"koorete-VAffPresProgDecl-woon"	"number"	"plIn"
"koorete-VAffPresProgDecl-woon"	"number"	"sg"
"koorete-VAffPresProgDecl-woon"	"person"	"p1"
"koorete-VAffPresProgDecl-woon"	"person"	"p2"
"koorete-VAffPresProgDecl-woon"	"person"	"p3"
"koorete-VAffPresProgDecl-woon"	"polarity"	"affirmative"
"koorete-VAffPresProgDecl-woon"	"pos"	"verb"
"koorete-VAffPresProgDecl-woon"	"tam"	"presentProgressive"
"koorete-VNegPresHabInterrogPClass1"	"focus"	"interrogative"
"koorete-VNegPresHabInterrogPClass1"	"gender"	"f"
"koorete-VNegPresHabInterrogPClass1"	"gender"	"m"
"koorete-VNegPresHabInterrogPClass1"	"gender"	"⊤"
"koorete-VNegPresHabInterrogPClass1"	"ns#type"	"Term"
"koorete-VNegPresHabInterrogPClass1"	"number"	"pl"
"koorete-VNegPresHabInterrogPClass1"	"number"	"plEx"
"koorete-VNegPresHabInterrogPClass1"	"number"	"plIn"
"koorete-VNegPresHabInterrogPClass1"	"number"	"sg"
"koorete-VNegPresHabInterrogPClass1"	"pdgmClass"	"pClass1"
"koorete-VNegPresHabInterrogPClass1"	"person"	"p1"
"koorete-VNegPresHabInterrogPClass1"	"person"	"p2"
"koorete-VNegPresHabInterrogPClass1"	"person"	"p3"
"koorete-VNegPresHabInterrogPClass1"	"polarity"	"negative"
"koorete-VNegPresHabInterrogPClass1"	"pos"	"verb"
"koorete-VNegPresHabInterrogPClass1"	"tam"	"presentHabitual"
"koorete-VAffPastHabDeclPClass1"	"focus"	"declarative"
"koorete-VAffPastHabDeclPClass1"	"gender"	"f"
"koorete-VAffPastHabDeclPClass1"	"gender"	"m"
"koorete-VAffPastHabDeclPClass1"	"gender"	"⊤"
"koorete-VAffPastHabDeclPClass1"	"ns#type"	"Term"
"koorete-VAffPastHabDeclPClass1"	"number"	"pl"
"koorete-VAffPastHabDeclPClass1"	"number"	"plEx"
"koorete-VAffPastHabDeclPClass1"	"number"	"plIn"
"koorete-VAffPastHabDeclPClass1"	"number"	"sg"
"koorete-VAffPastHabDeclPClass1"	"pdgmClass"	"pClass1"
"koorete-VAffPastHabDeclPClass1"	"person"	"p1"
"koorete-VAffPastHabDeclPClass1"	"person"	"p2"
"koorete-VAffPastHabDeclPClass1"	"person"	"p3"
"koorete-VAffPastHabDeclPClass1"	"polarity"	"affirmative"
"koorete-VAffPastHabDeclPClass1"	"pos"	"verb"
"koorete-VAffPastHabDeclPClass1"	"tam"	"pastHabitual"
"koorete-VNegPastProgInterrog-bee"	"conjClass"	"conj2"
"koorete-VNegPastProgInterrog-bee"	"focus"	"interrogative"
"koorete-VNegPastProgInterrog-bee"	"gender"	"f"
"koorete-VNegPastProgInterrog-bee"	"gender"	"m"
"koorete-VNegPastProgInterrog-bee"	"gender"	"⊤"
"koorete-VNegPastProgInterrog-bee"	"ns#type"	"Term"
"koorete-VNegPastProgInterrog-bee"	"number"	"pl"
"koorete-VNegPastProgInterrog-bee"	"number"	"plEx"
"koorete-VNegPastProgInterrog-bee"	"number"	"plIn"
"koorete-VNegPastProgInterrog-bee"	"number"	"sg"
"koorete-VNegPastProgInterrog-bee"	"person"	"p1"
"koorete-VNegPastProgInterrog-bee"	"person"	"p2"
"koorete-VNegPastProgInterrog-bee"	"person"	"p3"
"koorete-VNegPastProgInterrog-bee"	"polarity"	"negative"
"koorete-VNegPastProgInterrog-bee"	"pos"	"verb"
"koorete-VNegPastProgInterrog-bee"	"tam"	"pastProgressive"
"koorete-VAffPresHabInterrogPClass1"	"focus"	"interrogative"
"koorete-VAffPresHabInterrogPClass1"	"gender"	"f"
"koorete-VAffPresHabInterrogPClass1"	"gender"	"m"
"koorete-VAffPresHabInterrogPClass1"	"gender"	"⊤"
"koorete-VAffPresHabInterrogPClass1"	"ns#type"	"Term"
"koorete-VAffPresHabInterrogPClass1"	"number"	"pl"
"koorete-VAffPresHabInterrogPClass1"	"number"	"plEx"
"koorete-VAffPresHabInterrogPClass1"	"number"	"plIn"
"koorete-VAffPresHabInterrogPClass1"	"number"	"sg"
"koorete-VAffPresHabInterrogPClass1"	"pdgmClass"	"pClass1"
"koorete-VAffPresHabInterrogPClass1"	"person"	"p1"
"koorete-VAffPresHabInterrogPClass1"	"person"	"p2"
"koorete-VAffPresHabInterrogPClass1"	"person"	"p3"
"koorete-VAffPresHabInterrogPClass1"	"polarity"	"affirmative"
"koorete-VAffPresHabInterrogPClass1"	"pos"	"verb"
"koorete-VAffPresHabInterrogPClass1"	"tam"	"presentHabitual"
"koorete-VAffPastProgDecl-bee"	"conjClass"	"conj2"
"koorete-VAffPastProgDecl-bee"	"focus"	"declarative"
"koorete-VAffPastProgDecl-bee"	"gender"	"f"
"koorete-VAffPastProgDecl-bee"	"gender"	"m"
"koorete-VAffPastProgDecl-bee"	"gender"	"⊤"
"koorete-VAffPastProgDecl-bee"	"ns#type"	"Term"
"koorete-VAffPastProgDecl-bee"	"number"	"pl"
"koorete-VAffPastProgDecl-bee"	"number"	"plEx"
"koorete-VAffPastProgDecl-bee"	"number"	"plIn"
"koorete-VAffPastProgDecl-bee"	"number"	"sg"
"koorete-VAffPastProgDecl-bee"	"person"	"p1"
"koorete-VAffPastProgDecl-bee"	"person"	"p2"
"koorete-VAffPastProgDecl-bee"	"person"	"p3"
"koorete-VAffPastProgDecl-bee"	"polarity"	"affirmative"
"koorete-VAffPastProgDecl-bee"	"pos"	"verb"
"koorete-VAffPastProgDecl-bee"	"tam"	"pastProgressive"
"koorete-VAffPastHabDeclPClass2"	"focus"	"declarative"
"koorete-VAffPastHabDeclPClass2"	"gender"	"f"
"koorete-VAffPastHabDeclPClass2"	"gender"	"m"
"koorete-VAffPastHabDeclPClass2"	"gender"	"⊤"
"koorete-VAffPastHabDeclPClass2"	"ns#type"	"Term"
"koorete-VAffPastHabDeclPClass2"	"number"	"pl"
"koorete-VAffPastHabDeclPClass2"	"number"	"plEx"
"koorete-VAffPastHabDeclPClass2"	"number"	"plIn"
"koorete-VAffPastHabDeclPClass2"	"number"	"sg"
"koorete-VAffPastHabDeclPClass2"	"pdgmClass"	"pClass2"
"koorete-VAffPastHabDeclPClass2"	"person"	"p1"
"koorete-VAffPastHabDeclPClass2"	"person"	"p2"
"koorete-VAffPastHabDeclPClass2"	"person"	"p3"
"koorete-VAffPastHabDeclPClass2"	"polarity"	"affirmative"
"koorete-VAffPastHabDeclPClass2"	"pos"	"verb"
"koorete-VAffPastHabDeclPClass2"	"tam"	"pastHabitual"
"koorete-VNegPastPerfectiveDeclPClass1"	"focus"	"declarative"
"koorete-VNegPastPerfectiveDeclPClass1"	"gender"	"f"
"koorete-VNegPastPerfectiveDeclPClass1"	"gender"	"m"
"koorete-VNegPastPerfectiveDeclPClass1"	"gender"	"⊤"
"koorete-VNegPastPerfectiveDeclPClass1"	"ns#type"	"Term"
"koorete-VNegPastPerfectiveDeclPClass1"	"number"	"pl"
"koorete-VNegPastPerfectiveDeclPClass1"	"number"	"plEx"
"koorete-VNegPastPerfectiveDeclPClass1"	"number"	"plIn"
"koorete-VNegPastPerfectiveDeclPClass1"	"number"	"sg"
"koorete-VNegPastPerfectiveDeclPClass1"	"pdgmClass"	"pClass1"
"koorete-VNegPastPerfectiveDeclPClass1"	"person"	"p1"
"koorete-VNegPastPerfectiveDeclPClass1"	"person"	"p2"
"koorete-VNegPastPerfectiveDeclPClass1"	"person"	"p3"
"koorete-VNegPastPerfectiveDeclPClass1"	"polarity"	"negative"
"koorete-VNegPastPerfectiveDeclPClass1"	"pos"	"verb"
"koorete-VNegPastPerfectiveDeclPClass1"	"tam"	"pastPerfective"
"koorete-VAffPresPerfInterrogPClass2"	"focus"	"interrogative"
"koorete-VAffPresPerfInterrogPClass2"	"gender"	"f"
"koorete-VAffPresPerfInterrogPClass2"	"gender"	"m"
"koorete-VAffPresPerfInterrogPClass2"	"gender"	"⊤"
"koorete-VAffPresPerfInterrogPClass2"	"ns#type"	"Term"
"koorete-VAffPresPerfInterrogPClass2"	"number"	"pl"
"koorete-VAffPresPerfInterrogPClass2"	"number"	"plEx"
"koorete-VAffPresPerfInterrogPClass2"	"number"	"plIn"
"koorete-VAffPresPerfInterrogPClass2"	"number"	"sg"
"koorete-VAffPresPerfInterrogPClass2"	"pdgmClass"	"pClass2"
"koorete-VAffPresPerfInterrogPClass2"	"person"	"p1"
"koorete-VAffPresPerfInterrogPClass2"	"person"	"p2"
"koorete-VAffPresPerfInterrogPClass2"	"person"	"p3"
"koorete-VAffPresPerfInterrogPClass2"	"polarity"	"affirmative"
"koorete-VAffPresPerfInterrogPClass2"	"pos"	"verb"
"koorete-VAffPresPerfInterrogPClass2"	"tam"	"presentPerfect"
"koorete-VAffPastPerfectiveDecl-woon"	"conjClass"	"conj1"
"koorete-VAffPastPerfectiveDecl-woon"	"focus"	"declarative"
"koorete-VAffPastPerfectiveDecl-woon"	"gender"	"f"
"koorete-VAffPastPerfectiveDecl-woon"	"gender"	"m"
"koorete-VAffPastPerfectiveDecl-woon"	"gender"	"⊤"
"koorete-VAffPastPerfectiveDecl-woon"	"ns#type"	"Term"
"koorete-VAffPastPerfectiveDecl-woon"	"number"	"pl"
"koorete-VAffPastPerfectiveDecl-woon"	"number"	"plEx"
"koorete-VAffPastPerfectiveDecl-woon"	"number"	"plIn"
"koorete-VAffPastPerfectiveDecl-woon"	"number"	"sg"
"koorete-VAffPastPerfectiveDecl-woon"	"person"	"p1"
"koorete-VAffPastPerfectiveDecl-woon"	"person"	"p2"
"koorete-VAffPastPerfectiveDecl-woon"	"person"	"p3"
"koorete-VAffPastPerfectiveDecl-woon"	"polarity"	"affirmative"
"koorete-VAffPastPerfectiveDecl-woon"	"pos"	"verb"
"koorete-VAffPastPerfectiveDecl-woon"	"tam"	"pastPerfective"
"koorete-VNegPastProgDeclPClass1"	"focus"	"declarative"
"koorete-VNegPastProgDeclPClass1"	"gender"	"f"
"koorete-VNegPastProgDeclPClass1"	"gender"	"m"
"koorete-VNegPastProgDeclPClass1"	"gender"	"⊤"
"koorete-VNegPastProgDeclPClass1"	"ns#type"	"Term"
"koorete-VNegPastProgDeclPClass1"	"number"	"pl"
"koorete-VNegPastProgDeclPClass1"	"number"	"plEx"
"koorete-VNegPastProgDeclPClass1"	"number"	"plIn"
"koorete-VNegPastProgDeclPClass1"	"number"	"sg"
"koorete-VNegPastProgDeclPClass1"	"pdgmClass"	"pClass1"
"koorete-VNegPastProgDeclPClass1"	"person"	"p1"
"koorete-VNegPastProgDeclPClass1"	"person"	"p2"
"koorete-VNegPastProgDeclPClass1"	"person"	"p3"
"koorete-VNegPastProgDeclPClass1"	"polarity"	"negative"
"koorete-VNegPastProgDeclPClass1"	"pos"	"verb"
"koorete-VNegPastProgDeclPClass1"	"tam"	"pastProgressive"
"koorete-VAffPastHabInterrog-woon"	"conjClass"	"conj1"
"koorete-VAffPastHabInterrog-woon"	"focus"	"interrogative"
"koorete-VAffPastHabInterrog-woon"	"gender"	"f"
"koorete-VAffPastHabInterrog-woon"	"gender"	"m"
"koorete-VAffPastHabInterrog-woon"	"gender"	"⊤"
"koorete-VAffPastHabInterrog-woon"	"ns#type"	"Term"
"koorete-VAffPastHabInterrog-woon"	"number"	"pl"
"koorete-VAffPastHabInterrog-woon"	"number"	"plEx"
"koorete-VAffPastHabInterrog-woon"	"number"	"plIn"
"koorete-VAffPastHabInterrog-woon"	"number"	"sg"
"koorete-VAffPastHabInterrog-woon"	"person"	"p1"
"koorete-VAffPastHabInterrog-woon"	"person"	"p2"
"koorete-VAffPastHabInterrog-woon"	"person"	"p3"
"koorete-VAffPastHabInterrog-woon"	"polarity"	"affirmative"
"koorete-VAffPastHabInterrog-woon"	"pos"	"verb"
"koorete-VAffPastHabInterrog-woon"	"tam"	"pastHabitual"
"koorete-VAffPastPerfectiveNoFoc-bee"	"conjClass"	"conj2"
"koorete-VAffPastPerfectiveNoFoc-bee"	"focus"	"non-focus"
"koorete-VAffPastPerfectiveNoFoc-bee"	"gender"	"f"
"koorete-VAffPastPerfectiveNoFoc-bee"	"gender"	"m"
"koorete-VAffPastPerfectiveNoFoc-bee"	"gender"	"⊤"
"koorete-VAffPastPerfectiveNoFoc-bee"	"ns#type"	"Term"
"koorete-VAffPastPerfectiveNoFoc-bee"	"number"	"pl"
"koorete-VAffPastPerfectiveNoFoc-bee"	"number"	"plEx"
"koorete-VAffPastPerfectiveNoFoc-bee"	"number"	"plIn"
"koorete-VAffPastPerfectiveNoFoc-bee"	"number"	"sg"
"koorete-VAffPastPerfectiveNoFoc-bee"	"person"	"p1"
"koorete-VAffPastPerfectiveNoFoc-bee"	"person"	"p2"
"koorete-VAffPastPerfectiveNoFoc-bee"	"person"	"p3"
"koorete-VAffPastPerfectiveNoFoc-bee"	"polarity"	"affirmative"
"koorete-VAffPastPerfectiveNoFoc-bee"	"pos"	"verb"
